genome,D300693,D300694,D300695,D300696,D300697,D300698,D300699,D300700,D300701,D300702,D300703,D300704,D300705,D300706,D300707,D300708,D300709,D300710,D300711,D300712,D300713,D300714,D300715,D300716,D300717,D300718,D300719,D300720,D300721,D300722,D300723,D300724,D300725,D300726,D300727,D300728,D300729,D300730,D300731,D300732,D300733,D300734,D300735,D300736,D300737,D300738,D300739,D300740,D300741,D300742,D300743,D300744,D300745,D300746,D300747,D300748,D300749,D300750,D300751,D300752,D300753,D300754,D300755,D300756,D300757,D300758,D300759,D300760,D300761,D300762,D300763,D300764,D300765,D300766,D300767
MPB:bin_000074,1.494,0,0,0,0,0,0,0.716,0,0,1.114,0.936,0,3.955,0,1.227,0,0,2.21,0,0,2.371,0,0,0,0,1.16,0,6.676,2.528,12.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913,4.427,0,0,0,4.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.042,0,0,0,13.709,4.636,3.833,0,0,14.874,0,1.251,6.931,24.95,1.134,1.149,3.088,1.572,0.947,0,0
MPB:bin_000076,2.055,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,22.288,0,0,1.761,0,0,25.768,0,0,0,0,5.959,0,0,0,0,1.919,0,0,0,0,1.149,1.55,0,0,0,0,0,0,0,0,0,0,2.419,0,0,0.586,0.647,0.772,0,1.003,0,8.15,0,0,0,0,3.949,2.072,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000079,0,0,0,0,0,0,0,0,0,0,0,0,2.232,0,0,1.09,28.373,0,1.302,2.324,3.146,2.694,0,0,0,0,1.476,0,0,0,0,0,0,1.101,0,0,0,10.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,1.699,3.836,32.187,5.219,0.652,0.935,1.498,7.224,0,1.196,0,0,0,1.338,0,0,2.505,0,0
MPB:bin_000080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.615,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000081,2.036,0.936,4.612,0,0,0,0,0,0,0.943,0,0,0,1.082,0,2.052,2.279,5.198,1.48,0,0,0,0,0,0,0,0,0,2.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000082,1.102,0,0,0,0,0,0,0.627,0,0,0,0,17.61,0.957,0,1.953,2.15,3.182,1.006,6.074,0,0,0,0,0,0,1.086,0,0.739,0,1.805,0,0,0,0,0,0,1.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.564,3.077,0,0,4.746,0,0,0,0.878,2.22,0,0,0,0,0,0,0,0,2.074,2.21,0
MPB:bin_000083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.253,0,0,0,0,2.52,0,0,2.779,1.745,0,0,0,0,0,0,0
MPB:bin_000085,4.381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.679,0,0,0.904,0,0,0.893,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.339,0,0,0,0,0.643,0,0,3.423,3.366,2.235,2.492,1.022,2.839,2.446,2.306,0,0,0,0,0
MPB:bin_000087,4.697,2.227,0,0,0,0,0,0,0,0,0,0,0,0,0,19.594,1.233,0,0,0,0,1.021,0,0,0,0,0,0,0,0,0,0,0.988,0,0,0,0.623,1.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,0,0,0,1.453,0,0,0,0,0,0,0.62,0,0,0,0,0,0,3.388,0,0
MPB:bin_000088,0,0,4.767,2.859,0,0,0,0,0,0,0,0,8.279,3.019,0,0,0,9.781,0,2.348,0,2.354,0,0,0,0,0,0,0,0,0,0,0,0.64,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000090,0,0,0,0,0.517,0,0,0,0,0,0.939,0,0,0,0.751,17.47,1.836,4.843,0,0,0,0,0.783,0,0,0,7.713,0,1.286,1.317,0,1.403,0,1.522,0.708,0,0,0,0,0,0,0,0,2.053,0,1.101,0,5.751,4.433,0.975,1.135,0,2.463,2.62,0,0,0,0,0,0,0,0,0,0,0,0,4.879,2.665,1.796,2.64,1.06,0,0,0.564,0
MPB:bin_000091,4.205,1.195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.967,0,6.447,6.622,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0,4.507,10.191,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1.911,1.008,2.454,7.778,3.773,0,0.621,2.758,0,0,1.965,0,0,0,0.631,0,2.653,0,0,0,0
MPB:bin_000092,7.701,1.236,0,0,0,0,0,0,0,0,0,0,0,0,0,17.27,8.895,0,1.876,0,3.449,5.064,0,0,0,0,2.857,0,0,0,0,16.832,0,9.869,2.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.723,0,0,0.825,0,4.893,0,9.336,0,0.981,0,1.056,2.708,0,0,0.691,8.092,0
MPB:bin_000093,11.07,3.011,3.269,1.937,0,0,0,1.362,0,0,0,0,1.157,0,0,1.387,5.399,0,2.21,4.661,1.003,2.638,0,0,0,0,2.181,0,0,0,0,0,0,1.203,1.667,0,4.791,2.795,5.63,0,12.039,0,0,0,0,0,0,0,0,0,0,0,0,0,9.453,4.257,0.816,1.426,2.612,1.748,1.342,0,2.555,3.183,0,3.064,11.953,3.032,1.32,1.878,2.278,4.433,7.418,4.815,0
MPB:bin_000094,5.063,0,30.367,19.433,0,0,0,0,0,0,0,0,3.416,1.685,0,0,3.312,18.414,2.694,11.949,0,0,0,0,0,0,0,0,1.055,0,1.113,0,0,0,0,0,1.525,0,0,0,2.505,0,0,0,0,0,0,0,0,0,0,0,0,0,1.867,78.011,0,0,0,0,0,0,0,0,0,1.751,0,0,0,0,0,1.474,0,1.918,0
MPB:bin_000095,0,0,0,0,0,0,0,5.685,0,0,0,0,6.211,10.77,0,0,3.009,0,0,0,0,0,0,0,0.684,0,1.565,0,0,0,0,5.485,0,0,1.388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.249,0,0,0,0,0,0,0,0,0,0
MPB:bin_000097,1.332,0,0,0,0,0,0,1.379,0,0,0,0,0,0,0,2.645,0,0,4.223,0,3.991,6.023,0,0,0,1.33,1.982,0,0,0,0,1.386,0,8.377,3.355,0,4.659,2.977,8.468,0,1.991,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783,0,3.187,7.098,1.346,2.879,0.888,2.16,1.673,2.718,4.832,0,0,0,3.373,1.031,2.475,0,0,0,0
MPB:bin_000100,4.194,2.858,3.692,0,0,0,0,2.257,0,0,4.841,0,4.671,10.954,0,0,0,3.153,4.884,0,0,3.654,0,0,0,1.406,1.322,2.293,3.649,0,36.471,1.027,1.257,1.075,0,0,3.609,3.941,2.411,0,4.887,0,0,0,0,0,0,0,0.624,0,0,0,5.358,10.079,2.386,0,0,1.543,1.722,1.545,0.964,0,0,3.077,1.938,2.378,1.997,0,1.968,1.683,0,0,1.809,3.017,0
MPB:bin_000103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.023,0,2.985,1.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.701,0,11.419,0,0,0,0.6,1.587,0,0,0.632,1.543,0,0,0,0,0,0
MPB:bin_000105,0.621,0,0.7,1.079,0,0,0,0,0,0,0,0,0.968,0,0,3.091,4.419,5.501,0.747,0.784,0,0,0,0,0,0,12.245,0,0,0,0,0,0,0,1.747,0,0,0.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39,0,0,0,1.776,4.25,1.604,0.984,7.351,4.963,0,0,0,0,0.66,0.752,0,0,0,0,0
MPB:bin_000106,0.874,0,0,0,0,0,0,0,0,0,0,0,0.533,0,0,0.662,0.652,0,0.629,0.611,0,0,0,0,0,0,0,0,0,0,0,0.658,0,1.456,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.523,0.553,0,0,0.797,0,0,0.621,0,0,0,0,0
MPB:bin_000107,16.371,0,0,0,0,0,0,1.153,0,0,0,0,0,0,0,0,0,0,3.892,0,0.77,3.933,0,0,0,0,2.419,0,0,0,0,0,0,0,0,0,2.296,1.799,1.716,0,3.069,0,0,0,0,0,0,0,0,0,0,0,0,0,1.986,0,0,0.606,0,0,0,0,0.872,0,0,1.087,0,0,0,0,0,0,0,2.87,0
MPB:bin_000108,3.706,0.849,2.424,1.336,0,0,0,0,0,0,0,0,1.836,0,0,1.051,1.783,1.888,1.306,1.059,0,1.189,0,0,0,0,0.521,1.182,0,0,0.552,0.542,0,1.868,0.95,0,0,0,0.828,0,0.813,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,0,0.958,0,0,0,0.607,0.644,0,0,0.987,0.858,0,0.997,0,0,0,0,0
MPB:bin_000109,8.378,3.957,73.479,8.866,0,0,0,1.962,0,0,0,0,0,0,0,0,0,44.8,4.091,4.788,1.266,9.745,0,0,0,0.851,2.096,0,0,0,0,11.727,0,1.183,3.417,0,1.086,9.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.719,0,6.039,4.612,0,0.942,0,1.472,0.832,5.84,2.131,2.085,1.239,2.62,1.277,1.755,0,1.363,0,0
MPB:bin_000110,2.859,4.559,5.752,6.2,0,0,0,0,0,0,0,0,0,0,2.938,13.98,16.879,10.958,1.759,12.185,1.094,0,0,0,0,1.211,0,0,0,0,0,0,0,0,0,0,1.205,0,0,0,1.517,0,0,0,0,0,0,0,0,0,0,0,0,0,2.759,10.357,0,0,1.42,0,0.966,0,2.012,0,0,6.627,1.379,3.445,0,0,0,2.506,0,3.448,0
MPB:bin_000111,7.969,17.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.064,0,0,0,22.261,9.262,0,9.914,0,0,0,0,0,0,0,0,0,0,0,0,0,10.831,2.951,5.87,15.567,2.901,3.908,1.522,1.702,1.811,3.646,10.154,1.427,0,0,19.518,0.801,12.181,6.137,0,1.846,0
MPB:bin_000113,3.556,0,0,0.509,0,0,0,1.336,0,0,0,0,0,0,0,5.233,5.626,0,4.407,6.372,1.591,5.857,0,0,0,2.175,1.055,0,0,0,0,0,1.904,1.376,2.263,0,0,0,0,0,1.241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.015,0,0,1.395,1.096,1.775,0,0.84,0,1.738,1.159,0,2.998,0,0,1.139,1.357,0
MPB:bin_000114,3.31,0,0,1.554,0,0,0,3.538,0,0,0,0,0,0,0,0,0,0,0,0,7.311,0,0,0,0,0,0,0,0,0,0,0,0,1.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.071,0.86,0.943,0,0,0
MPB:bin_000115,0,0.665,0,0,0,0,0,2.554,0,0,0,0,0,0,0,2.514,0,0,0,0,0,0,0,0,0,0,1.129,0,0,0,0,0.984,0,0.808,1.156,0,0,2.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32,2.062,17.678,0,4.224,6.487,0,0,0,4.807,0,4.409,0.945,0,4.115,0
MPB:bin_000116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.095,0,0,0,0,0,0,0,0,0,0,3.964,0,0,0,0,1.084,0.558,5.728,0.946,0,1.076,1.093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000120,4.626,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.312,0,3.854,0,0.859,3.904,0,0,0,0,3.376,0,0,0,0,0,0,0,0,0,2.242,2.175,7.026,0,5.515,0,0,0,0,0,0,0,0,0,0,0,0,0,6.591,0,0.855,5.289,13.974,3.747,0,0,1.564,3.328,2.046,0,0,0,1.07,0,0,0,2.046,2.214,0
MPB:bin_000122,4.297,1.679,0,4.704,0,0,0,1.261,0,0,0,0,34.286,2.403,0,2.699,28.193,1.463,1.243,3.387,0.929,3.085,0,0,0,0,2.176,0,0.688,0,0.729,0,0,3.542,2.571,0,2.081,1.9,2.139,0,4.584,0,0,0,0,0,0,0,0,0,0,0,0,0,10.941,2.031,0,1.232,4.278,7.004,1.747,1.127,2.784,7.56,3.56,5.95,46.355,13.398,1.607,1.413,3.488,3.082,8.683,2.193,0
MPB:bin_000123,0,0,0,0,0,0,0,0,0,0,0,0,0.642,0.728,0,5.507,6.529,3.7,0,0,0,0,0,0,0,0,2.297,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577,0
MPB:bin_000125,2.881,1.935,0,3.465,0,0,0,0,0,0,1.238,0,0,0,0,1.146,2.081,1.644,6.149,6.827,0,0,0,0,0,0,2.042,0.829,0,0,0,0,0,0.66,0.671,0,0,0,1.247,0,2.146,0,0,0,0,0,0,0,0,0,0,0,0,0,2.221,12.482,0.708,0,1.699,0,0,0,0,0,1.5,0.817,5.076,1.046,1.719,2.157,0.791,4.705,1.024,0.868,0
MPB:bin_000127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.824,0,2.763,11.533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000129,12.238,1.537,0,0,0,0,0,0.673,0,0,0,0,0,0,0,2.621,4.016,0,3.462,0,0,7.731,0,0,0,0,1.918,0,0,0,0,2.609,0,2.449,5.382,0,1.136,15.974,8.235,0,23.477,0,0,0,0,0,0,0,0,0,0,0,0,0,5.123,0.858,0.542,13.447,12.854,7.771,2.865,2.556,2.824,2.363,6.025,1.14,6.248,2.925,3.447,3.793,2.279,5.526,0.901,1.481,0
MPB:bin_000130,5.589,1.149,2.562,0,0,0,0,0,0,0,0,0,0,0,0,11.792,22.915,0.834,2.381,9.112,0,10.842,0,0,0,0,1.397,0,0,0,0,0.653,0,1.14,2.237,0,1.19,0,0,0,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,2.413,0,0,0,3.599,1.832,1.503,0.954,3.631,2.079,1.122,1.164,6.147,5.345,1.144,0.731,1.218,4.375,7.413,1.027,0
MPB:bin_000131,0,0,0,0,0,0,0,0.544,0,0,1.238,0,0,0,0,3.036,2.935,1.344,1.007,0,0,0.627,0,0,0,0,14.601,0,0,0.707,0.947,1.293,1.72,2.907,3.576,0,1.33,0.928,1.145,0,0.841,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6,2.431,0,1.439,0.989,2.942,3.471,0.87,4.56,3.808,1.035,0.954,0.921,3.531,5.341,9.42,3.043,0,1.403,0.583,0
MPB:bin_000132,3.073,3.025,7.108,18.188,0,0,0,5.435,0,0,0,0,1.618,0,0,0,7.961,1.51,18.082,84.017,10.551,46.003,0,0,0,0,2.606,0,0,0,0,0,0,0,1.214,0,3.119,21.785,8.062,0,15.628,0,0,0,0,0,0,0,0,0,0,0,0,0,39.738,18.324,11.331,30.574,25.383,11.608,0,0,0.832,0,4.4,0.897,0,0,0.725,0,0,0,0,0,0
MPB:bin_000133,3.837,1.419,0,0,0,0,0,0.859,0,0,0,0,2.011,0,0,2.566,3.256,0,1.882,4.191,1.346,0,0,0,0,0,2.865,0,0,0,0,0,0,0,0,0,2.628,1.134,0,0,3.879,0,0,0,0,0,0,0,0,0,0,0,0,0,2.414,0,1.509,0,3.077,0.911,0.979,0,0,1.808,0,1.911,2.522,3.04,0,0,0,0.878,3.262,2.399,0
MPB:bin_000135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.072,0,5.495,6.301,0,0.777,2.297,4.393,3.496,0,28.675,7.571,1.209,1.888,18.025,4.816,15.05,16.098,4.093,0,0
MPB:bin_000136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.532,0,0.941,0,0,0,0,0,0,0,0,1.688,0,0,0,0,0,0,3.672,1.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.271,0,0,1.419,1.238,0,0,0.817,3.227,0,0,0,0,0,0,0,0,0,0,0
MPB:bin_000137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.419,2.016,0,0,0.797,0,1.82,0,0,0,0,0,0,0,0,0,0,0,1.065,0.558,0,0,1.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.371,0,0,0,0,0,0.865,0,0,0,0.657,0,0,0,0,0,0
MPB:bin_000138,13.747,4.29,4.382,1.927,0,0,0,0.904,0,0,0,0,2.237,1.131,0,10.703,2.303,2.137,4.74,5.035,0,3.935,0,0,0,0.93,4.146,0,1.131,0,1.236,2.305,0,1.457,3.324,0,2.195,3.59,4.157,0,5.488,0,0,0,0,0,0,0,0,0,0,0,0,0,4.418,0,0.942,2.148,4.101,4.932,1.726,0.739,4.829,2.204,1.982,3.052,3.359,0,1.856,1.278,1.835,2.14,1.984,2.12,0
MPB:bin_000140,36.574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.07,0,0,2.149,0,0,0,0,0,0,0,20.281,0,0,0,0,0,0,0,0,0,0,5.663,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.442,6.167,0,0,0,0,0,12.177,1.275,0,0,0,0,0,0,0,0,2.485,0
MPB:bin_000141,3.587,1.783,0,0,0,0,0,1.888,0,0,0,0,4.031,0,0,0.728,2.311,0,8.102,0,1.424,2.097,0,0,0,0.878,2.746,0,0,0,0,2.003,0,0,0,0,1.445,1.376,6.693,0,1.701,0,0,0,0,0,0,0,0,0,0,0,0,0,5.521,0,0.882,0,3.744,0,0,1.14,2.086,0,1.313,0.947,0,0.877,1.332,0.6,0,0.611,1.928,0,0
MPB:bin_000143,2.06,0,0,0,0,0,0,0.695,0,0,0,0,0,0,0,0,1.546,0,1.765,0,0,1.407,0,0,0,0,1.208,0,0,0,0.716,1.101,0,0,0,0,2.701,3.574,1.702,0,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.946,0,0,0,3.69,3.505,0.668,0,2.123,3.847,0,1.253,2.491,2.121,0,0.83,0.872,0,1.715,2.243,0
MPB:bin_000144,2.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.78,0,13.111,9.893,0,0,0,0,3.317,0,0,0,0,7.777,0,0,0,0,0,3.717,4.728,0,3.479,0,0,0,0,0,0,0,0,0,0,0,0,0,1.818,1.586,0,1.273,2.003,0,0.859,1.503,0,2.074,2.154,0,0,0,9.959,1.471,1.864,0,0,0,0
MPB:bin_000145,0,0,0,0,0,0,0,2.095,0,0,0,0,0,0,0,10.401,2.188,0,1.927,0,0,7.807,0,0,0,6.62,0,0,0,0,0,6.122,1.79,18.533,3.09,0,0,0,0,0,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.431,1.716,0.828,10.41,3.49,0,0,0,2.719,0,1.188,0,8.984,4.145,11.557,0,2.756,0,0,0
MPB:bin_000146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.648,3.316,1.166,0,0,0,0,0,0,0,0,2.174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583,0,0,0.821,0.616,0,0,0,1.046,0.589,1.223,0,0,0,0,0
MPB:bin_000147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.453,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0
MPB:bin_000148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.113,1.078,0,0,10.869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.998,0,1.141,0.555,0,0,12.995,2.16,0.905,0,0,3.883,0.936,3.082,0.763,0,1.295,0
MPB:bin_000149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647,0,0,0,2.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.909,0,0,0,1.327,6.542,0,0,0,2.7,0,1.047,1.665,0.841,0.707,1.148,0.993,2.41,1.483,2.202,0
MPB:bin_000150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.368,0,0,0,0,0,0,0,0,0,2.661,1.436,0,0.917,0,0,0,0,0,5.386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.312,0,0,0,0,0,0,0,0,0,0
MPB:bin_000152,5.378,1.702,3.765,5.351,0,0,0,1.924,0,0,2.013,0,4.291,14.053,0,1.572,9.29,18.226,4.955,5.119,5.066,3.6,0,0,0,0,1.33,0,5.56,0,3.866,0.854,0.876,1.196,1.668,0,1.445,1.801,1.985,0,5.386,0,0,0,0,0,0,0,0,0,0,0,0,0,2.191,1.109,0,1.082,2.773,2.347,0.729,0,2.268,3.062,1.647,2.81,3.088,1.134,2.753,1.395,1.354,2.316,1.9,2.592,0
MPB:bin_000153,1.19,1.454,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21,0,0,2.475,5.714,0,2.999,0,0,0.614,1.594,0,6.346,0,0,0,0,1.16,0,0,0,3.255,1.384,1.312,0,3.765,0,0,0,0,0,0,0,0,0,0,0.857,0,0,2.705,0,0,1.698,6.744,1.448,0.846,0,3.669,2.58,1.806,0,0,2.521,0,1.075,0,1.161,0,1.087,0
MPB:bin_000155,0,1.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.458,0,0,0,0,0,0,0,0,0,2.488,28.298,3.093,0,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,1.121,0,0,15.805,16.028,2.925,0,9.081,8.333,3.268,4.973,0,0.764,1.401,0,2.351,5.938,0,3.763,0
MPB:bin_000156,0,0,0,0,0,0,0,0,0,0,0,0,0,1.438,0,1.578,0,0,0,0,0,0,0,0,0,0,6.399,0,0,0,4.119,0.687,0.662,0,3.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,1.008,2.163,3.083,0,0
MPB:bin_000158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.322,4.264,2.602,0,0,0,0,0,0,0,0,3.248,0,0,0,1.912,0,0,3.627,2.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.309,0,4.758,0.677,0,2.54,7.726,0.735,0,0.988,4.81,1.999,5.739,2.9,0.915,1.548,2.057,0
MPB:bin_000160,2.637,1.994,59.217,15.025,0,0,0,0,0,0,0,0,5.95,0.777,0,0.879,3.779,6.203,4.364,7.064,0,1.178,0,0,0,0,0,0,0,0,0.708,0,0,0,0,0,1.109,2.297,6.676,0,6.135,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64,2.464,0,2.588,1.661,2.535,1.194,1.496,1.171,15.003,2.882,3.979,30.341,14.193,0,1.776,1.671,6.625,8.79,3.109,0
MPB:bin_000162,14.572,14.758,0,0.961,0,0,0,2.381,0,0,0,0,0,0,0,0,2.146,0,22.061,1.16,45.443,28.103,0,0,1.457,12.545,1.748,0,0,0,0,12.358,0,29.058,11.603,0,3.23,16.925,9.216,0,26.509,0,0,0,0,0,0,0,0,0,0,0,0,0,7.855,1.997,3.162,3.596,6.32,16.086,4.841,3.103,6.324,8.545,13.275,1.028,1.809,7.068,11.037,2.906,5.178,4.664,13.795,2.26,0
MPB:bin_000163,2.001,1.172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.202,0,0.96,0,0,1.272,0,0,0,0,0.814,0,0,0,0,0,0,0,0,0,4.492,0.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.614,0,0,0.728,0,1.763,1.006,0,0.858,0.681,1.056,0.694,4.072,1.236,0.756,1.736,0.632,0.727,1.941,9.569,0
MPB:bin_000165,12.985,2.18,6.386,0,0,0,0,0,0,0,0,0,9.666,0,0,0,0,1.905,0,0,0,0,0,0,0,0,1.02,0,0,0,1.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.445,0,0,0,0,0,0,0,0,0,0,2.635,0,0,0,0,0,0,0,0
MPB:bin_000167,0,0,0,0,0,0,0,0,0,0.869,0.88,0,18.817,6.402,1.009,8.681,12.206,27.66,0,0,0,0,0,0,0,0,0.857,0.589,7.191,0,7.951,0,0,2.168,1.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.134,6.955,3.659,5.785,1.695,4.308,2.185,6.072,0
MPB:bin_000168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.788,0,13.05,0,0,2.995,5.143,0.826,0,0,5.299,1.315,2.222,0,0.525,0,0,0
MPB:bin_000169,0,29.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.777,21.365,13.154,0,14.157,0,0,0,0,0,0,0,0,0,0,0,0,0,11.192,0,0,11.523,0,7.644,2.989,1.285,0,9.814,14.844,5.564,5.725,0,6.441,2.813,15.445,19.156,0,3.549,0
MPB:bin_000170,1.66,0,0.679,1.081,0,0,0,0.803,0,0,3.385,0,2.155,4.739,0,7.661,94.498,11.896,5.537,4.971,4.613,6.709,0,0,0,0,2.521,0,0.809,0,4.981,0.637,0,0.855,0,0,0,1.029,7.923,0,2.055,0,0,0,0,0,0,0,0,0,0,0,0,0,3.302,1.118,0.592,1.184,3.734,0,0,0,0.63,0,0,0.66,0,0,0,0,0,0,0,0,0
