genome,D300769,D300820,D300821,D300822,D300823,D300824,D300825,D300826,D300827,D300828,D300829,D300830,D300831,D300832,D300833,D300834,D300835,D300836,D300837,D300838,D300839,D300840,D300841,D300842,D300843,D300844,D300845,D300846,D300847,D300848,D300849,D300850,D300851,D300852,D300853,D300854,D300855,D300856,D300857,D300858,D300859,D300860,D300861,D300862,D300863,D300864,D300865,D300866,D300867,D300868,D300869,D300870,D300871,D300872,D300873,D300874,D300875,D300876,D300877,D300878,D300879,D300880,D300881,D300882,D300883,D300884,D300885,D300886,D300887,D300888,D300889,D300890,D300891,D300892,D300893,D300894,D300895,D300896,D300897,D300898,D300899,D300900,D300901,D300902,D300903,D300904,D300905,D300906,D300907,D300908,D300909,D300910,D300911,D300912,D300913,D300914,D300915,D300916,D300917,D300918,D300919,D300920
HPB:bin_000528,0,3.57,1.221,1.273,0,1.304,0,0,0,0,0,0,0,0,0,3.208,0,4.276,0,0,0,0,0,0,0,0,1.557,7.689,4.24,53.941,0,0,0,0,0,0,0,0,0,0,2.605,13.292,1.257,0,0,4.92,1.391,0,0,0,0,0,0,0,1.916,2.106,2.126,0,0,0,0,0,0,3.282,0,1.089,1.304,5.648,3.882,0,0,0,0,0,3.835,0,0,5.545,3.989,0,0,0,0,0,0,0,0,0,0,2.306,14.306,1.753,0,8.896,5.144,2.224,70.201,2.645,0,4.64,1.107,17.937
HPB:bin_000531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26,2.344,0,0,1.727,0,0,0,0,0,0,0,1.125,0,0,0,0,0,0,0,0.733,0.822,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.566,0,0,0,0,0,0,0,3.518,0,0,0,1.077,0,0,0,0,0,0,0,0,0,0,1.957,0,2.213,1.578,0,3.546,0,6.14,1.242,0,1.693,6.207,0.817
HPB:bin_000538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.529,1.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.362,0,0,0,0,0,0,0,0,2.047,0.889,0.854
HPB:bin_000542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794,0,0,2.672,0,0,0,0.857,0,0,0,1.613,1.971,3.251,1.202,0,0,0,0,0,0,0,0.778,0,0,0,0,0,0,0,0,0,2.717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.93,0,0,1.208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.775,0,0,0,0,0,0,0,0,0,0,0.896,0,1.326,0,0,0,0,2.668,0,0,0,0,0
HPB:bin_000544,0,8.561,8.236,2.994,2.041,3.414,4.605,0,2.242,0,0,2.799,3.461,1.398,1.202,4.186,0,2.462,0,0,0,0,7.74,0,0,0,2.358,2.972,3.051,3.367,0,1.305,0,0,0,0,0,0,0,2.303,2.315,1.554,1.751,2.382,1.634,2.467,2.251,1.622,0,1.382,1.187,0,3.506,5.499,4.495,4.732,1.317,0.99,0,0,3.183,0,1.797,1.586,2.191,1.325,1.667,18.69,0,0,0,0,0,0,2.271,0,0,4.934,1.473,0,0,0,0,0,0,0,0,0,0,2.263,2.744,3.491,2.513,1.318,2.051,5.966,2.023,2.902,1.547,3.29,1.091,2.437
HPB:bin_000545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,0.922,0.86,0,0,0,0,0,0,0,0,0,0,0,1.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871,1.175,0,1.657,0,1.541,0.989,0,3.233,0,1.984
HPB:bin_000549,0,8.744,2.812,7.242,6.914,0,2.728,0,0,0,0,0,0,2.293,3.215,2.518,0,0,0,0,0,0,0,0,0,0,0,0,5.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.222,0,0,0,1.787,0,0,1.951,0,1.262,0,0,0,0,0,0,0,0.719,13.448,5.391,0,0,0,0,0,0,0,0,0,0,0,6.762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.757,0,0,2.465,0,0,0,0,0,0
HPB:bin_000551,0,0,0,0,0,0,0,0,0,0,0,1.432,1.147,0,1.257,1.163,0,0.611,0,0,0,0,0,0,0,0,1.043,0.679,2.169,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.026,0,0,0,0,0,0,0,0,1.597,0,0,0,0,0,0,0,0,3.936,0.847,0,0,0,0,0,0,0,0,0.755,0,0,0,1.027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.798,0,0,0,0,0
HPB:bin_000552,0,1.62,1.36,0,0,0,0,0,0,0,0,1.113,0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071,1.083,1.41,0.947,0,0,0,0,0,0,0,0,0,1.036,0.909,0,0,1.128,0,1.084,1.311,0,0,0,0,0,0,1.064,0.964,0,0,0,0,0,0,0,0.703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0.788,0,1.019,0,0,0,1.772,0,1.064,0,1.775,0.704,1.318
HPB:bin_000553,0,0,0,1.957,0,0,0,0,0,0,0,0,0,0,0.789,1.273,0,0,0,0,0,1.175,0,0,0,0,0,0,2.053,2.704,0,0,0,0,0,0.775,0,0,0,0,1.384,0,1.556,0,0,2.466,1.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.332,0,0,0,0,0,2.019,0,0,0,0,1.958,0,0,0,0,0,0,0,0,0,0,0,0,1.766,2.806,5.435,1.084,1.519,1.858,2.412,1.888,0,0,0,0
HPB:bin_000557,0,0,0,0,0,0,0,0,0,0,0,1.772,1.083,1.429,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902,2.12,1.78,0,0.948,0,0,0,0,0,0,0,1.593,1.533,1.366,0,0,0,0,1.481,0,0,1.004,0,0,0,0,0,0,0,0,0,0,0,0,0.931,0,1.604,1.021,1.405,0,0,0,0,0,0,0,0,0,0,2.799,0,0,0,0,0,0,0,0,0,0,0,1.545,0,2.362,0,0,0,2.094,0,0,0,0,0,1.594
HPB:bin_000559,0,2.336,1.501,0,0.955,0,0,0,0,0,0,0,1.898,0.868,1.661,1.813,0,0,0,0,0,0,0,0,0,0,2.567,3.045,1.648,2.133,0,1.433,0,0,0,0,0,0,0,1.949,1.359,1.589,0,0,1.261,2.264,1.86,0.995,0.831,1.565,1.416,0,0,0,0,1.25,0,0,0,0,0,0,0,0,2.405,1.319,1.094,0,0,0,0,0,0,0,1.01,0,0,2.976,1.709,0,0,0,0,0,0,0,0,0,0,1.21,1.981,1.306,0,0,1.232,3.447,1.385,0,1.086,5.034,1.248,3.457
HPB:bin_000560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.358,1.778,13.573,0,0,0.787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.336,0,5.074,0,0,0,1.248,0,1.311,0
HPB:bin_000561,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986,0,0,0,1.013,0,0,0,0,0,0,0,0,0,0,0,0,1.978,0.974,1.048,5.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.363,0,0.907,2.022,0,0,0,1.561
HPB:bin_000562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72,0,0,0,0,0,3.865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.833,8.074,0
HPB:bin_000563,0,3.658,0,0,1.378,0,1.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.708,2.906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0.77,0,0,10.483,3.035,1.068,0,0,2.068,6.423,3.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,0,2.426,5.334,8.927,9.313,3.212,2.602
HPB:bin_000564,0,1.846,0.868,1.281,0,0.873,0.898,0,0,0,0,2.33,1.398,0.747,0.771,1.33,0,0,0,0,0,0,0,0,0,0,2.008,0.678,2.465,0,0,1.197,0,0,0,0,0,0,0,1.321,0.724,0,0,0,0,1.109,1.106,1.241,0,0.662,0.956,0,1.502,0.815,1.322,2.103,0.562,0.845,0,0,0,0,0,0,1.12,0,0.945,0,0,0,0,0,0,0,1.039,0,0,1.311,1.142,0,0,0,0,0,0,0,0,0,0,0,0.726,0.656,1.072,0,0.889,1.562,0.908,0.812,0.905,2.106,0.79,1.806
HPB:bin_000566,0,1.069,0.994,0,0,0.814,0.853,0,0,0,0,0,0,0,0.936,3.349,0,3.772,0,0,0,2.736,1.413,0,0,0,0.969,0.853,1.514,0,0,0,0,0,0,0,0,0,0,1.104,0,0,0,0,0,0,0,0,0,0,0,0,0,1.278,0.793,1.136,0,0,0,0,0.705,0,1.493,0,4.334,0.842,1.745,2.501,0,0,0,0,0,0,0,0,0,1.657,1.551,0,0,0,0,0,0,0,0,0,0,2.294,0,1.569,0,0,0,1.015,0,0,0,1.136,0,0
HPB:bin_000567,0,0,0,0,0,0,0,0,1.736,0,0,0,0,0,0.869,0,0,1.062,0,0,0,0,0,0,0,0,0,1.353,2.174,1.014,0,0.799,0,0,0,0,0,0,0,1.391,1.211,0,0,0,0,1.606,1.238,1.224,0,0,1.126,0,0,0,0,0,0,0,0,0,0,0,0,0,2.093,0,0.905,0,0,0,0,0,0,0,1.658,0,0,1.953,0.959,0,0,0,0,0,0,0,0,0,0,0,1.878,1.371,3.274,0,1.493,0,1.562,2.301,0.962,2.501,0,0.954
HPB:bin_000569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,1.007,6.623,1.022,3.583,0,1.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,0,0,0,0,0,0,0,0,0,0,0.704,1.599,0,2.722,0,2.427,1.599,0,4.786,4.896,3.856,0,3.08
HPB:bin_000570,0,0,0,0,6.56,1.186,5.984,0,0,0,0,1.868,0,3.009,0,1.201,0,0,0,0,0,0.951,0,0,0,0,2.804,3.145,2.543,2.801,0,1.682,0,0,0,0,0,0,0,4.046,1.833,0.776,0.938,0,3.706,2.372,0,1.38,0,1.221,0.739,0,1.922,4.519,1.347,0,0.683,3.002,0,0,10.326,0,1.949,0,0,0,0,6.716,0,0,0,0,0,0,1.11,1.038,2.29,8.555,0,0,0,0,0,0,0,0,0,0,0,1.354,1.502,5.393,3.028,3.915,3.648,1.728,2.108,2.209,0.939,3.973,1.342,1.549
HPB:bin_000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0.831,0,0
HPB:bin_000575,0,3.853,1.488,0,0,0,0.657,0,0,0,0,1.007,1.576,0,0,0,0,0,0,0,0,0,5.384,0,0,0,0,0,0,0.822,0,0.925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,1.083,0.695,0,0,0,0,1.322,0,0,0,0,0,0,1.915,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0.807,1.418,0,0,0,0
HPB:bin_000579,0,0,0,0,3.696,0,0,0,0,0,0,0,1.063,0,0.92,0,0,3.742,0,0,0,0,0,0,0,0,0,0,1.016,0,0,0.818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.754,0,0,0,0,0,0,0,2.46,0,0,0,0,0,0,0,0,0,1.154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.717,0,0,1.273,0,0,0,0,0,0,0,0,0
HPB:bin_000580,0,0,0,0,0.579,0,0,0,0,0,0,0.746,0,0,0,0,0,0,0,0,0,0.755,0.687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101,0,0,0,0,0,0,0,0,0,0,0,2.953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000585,0,0,0,0,0,0,0,0,0,0,0,0,0,1.235,0,0,0,4.379,0,0,0,0,0,0,0,0,0,8.094,0,0,0,0,0,0,0,0,0,0,0,0,1.563,0,4.51,0,2.228,0.932,1.419,0,0,2.637,0,0,0,0,0,0,0,1.071,0,0,0,0,0,0,3.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,1.348,2.258,0,0,0.98,0
HPB:bin_000586,0,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.084,0,0,2.4,0.886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.394,3.727,13.368,0.945,7.904
HPB:bin_000588,0,11.26,4.812,1.026,2.39,3.361,2.778,0,3.054,0,0,0,2.395,0.967,0.993,1.571,0,0.943,0,0,0,0,1.289,0,0,0,1.402,0,1.758,1.583,0,0,0,0,0,0,0,0,0,1.264,1.29,0,0,0,0,1.155,1.258,0,0,1.862,0,0,2.216,1.745,3.071,1.252,2.044,2.355,0,0,11.382,0,1.406,1.826,0,0,1.777,3.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.067,0,1.569,2.413,0,0,0,1.655,2.983,0,2.641,0.92,1.899
HPB:bin_000590,0,1.399,1.094,0,0,0,0,0,0.804,0,0,0.973,0.982,0,0,0.868,0,0,0,0,0,0,0,0,0,0,1.091,1.642,2.953,0.994,0,0,0,0,0,0,0,0,0,1.317,0,0,0,0.966,0,1.101,0,0,0,0,0,0,0,1.007,1.118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.584,0,0,0,0,0,0,0,0,0,0,0,0,0,1.214,1.787,0,0,1.77,0,1.086,0.771,1.786,0,1.179
HPB:bin_000591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.526,0,0,0,0,0,0,0,0,1.459,2.086,0,0,0,0.982,0,0,0,0,0,0,0,0,0,0,1.95,0,3.181,1.783,5.409,0,0,1.101,1.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859,0,0,0,0,0,0,0,0,0,0,1.091,2.209,2.503,0,0,2.495,7.634,2.066,4.317,0,7.93,4.547,6.731
HPB:bin_000592,0,0,0,0,0,0,0,0,0,0,0,1.919,0,0,0.915,0,0,1.034,0,0,0,0,0,0,0,0,2.952,3.291,3.278,0,0,1.446,0,0,0,0,0,0,0,0,0,0,1.259,0,0,1.649,2.45,1.51,0.893,2.027,2.232,0,0,0,0,0,0,0,0,0,0,0,0,0,1.598,1.171,1.683,1.879,0,0,0,0,0,0,0,0,0,0,1.195,0,0,0,0,0,0,0,0,0,0,1.483,2.648,1.544,2.42,0,2.327,2.923,2.505,0,1.714,2.862,2.026,3.612
HPB:bin_000596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0.904,0,0,0,0,0.632,0.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.111,0,0,0,0,0,0,0,0,0,0,0,0,1.286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000597,0,0,0,0,0,0,0,0,0,0,0,0.997,0,0,0.972,1.552,0,0,0,0,0,0,0,0,0,0,0,0,1.317,1.632,0,0,0,0,0,0,0,0,0,0,0,0.807,0,0,0,0,1.025,0,0,0,0,0,0,0,0,1.079,0,0,0,0,0,0,0,0,1.38,0,0,0,0,0,0,0,0,0,0,0,0,1.249,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.023,0,0,0,0,0,0
HPB:bin_000599,0,5.062,11.552,1.362,1.603,1.954,2.108,0,0,0,0,1.8,3.136,0.879,1.035,3.598,0,1.94,0,0,0,0,5.37,0,0,0,1.777,1.534,1.772,2.856,0,0,0,0,0,0,0,0,0,1.672,1.246,0.878,0,2.077,0,1.646,1.538,0,0,0,0,0,0,8.599,2.314,2.223,1.703,0,0,0,3.539,0,2.606,1.215,0,1.042,0,10.338,0,0,0,0,0,0,0,0,0,3.298,0,0,0,0,0,0,0,0,0,0,0,1.338,1.478,3.01,1.709,1.134,0,3.715,2.034,0,0,2.166,0,0
HPB:bin_000600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72,0,0,1.406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.273,0,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.132,2.998,0,1.133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0,1.257,0,0,0,1.266,0,0,0,0,0
HPB:bin_000601,0,1.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.677,1.22,0,0,2.775,0,0,0,0,0,0
HPB:bin_000602,0,0,0,0,0,0,0.726,0,4.229,0,0,0.964,1.961,0.934,0,0,0,0,0,0,0,0,0,0,0,0,0,1.609,0,0,0,0,0,0,0,0,0,0,0,1.505,0,0,2.879,0,0,0.66,0,0,0,0,0,0,0,0,0,2.528,0,0,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0,3.838,0,0,0,1.159,0,0,0,0,0,0,0,0,0,0,0,0,0,1.382,0,0.862,1.683,3.008,2.897,0,0,0,0
HPB:bin_000604,0,5.829,3.501,3.26,1.913,1.341,2.081,0,1.438,0,0,2.623,2.636,2.218,0,1.887,0,2.249,0,0,0,0,2.603,0,0,0,4.459,5.36,5.246,5.441,0,0,0,0,0,0,0,0,0,2.803,3.117,1.68,0,3.539,0,1.943,1.868,0,0,0,0,0,3.116,3.714,2.999,1.781,0.957,0.859,0,0,2.295,0,2.646,0.963,1.855,2.008,0,4.584,0,0,0,0,0,0,0,0,0,7.704,2.785,0,0,0,0,0,0,0,0,0,0,3.902,4.596,4.658,5.614,1.948,0,8.554,2.234,2.863,0,0,1.041,1.509
HPB:bin_000606,0,0.969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.94,0,0,0,0,0,0,0,0,0,0.957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713,0,0,0,0,0,0,0,0,0
HPB:bin_000608,0,0,0,0,0,0,0,0,0,0,0,0,0,2.783,0,0,0,1.693,0,0,0,0,0,0,0,0,0,1.171,0.743,0,0,0,0,0,0,0,0,0,0,0,3.695,0,0,0,0,0,0,1.216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.071,0,0,0,0
HPB:bin_000609,0,0,0,0,0,0,0,0,0,0,0,2.466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.566,1.46,1.707
HPB:bin_000611,0,0,0,2.157,1.081,1.291,0,0,0,0,0,0,0,0,1.048,1.82,0,0,0,0,0,0,0,0,0,0,1.521,1.478,2.344,1.91,0,0,0,0,0,0,0,0,0,0,1.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.379,0.923,0,0,0,0,0,1.966,0,1.582,0,0,5.872,0,0,0,0,0,0,0,0,0,1.913,0,0,0,0,0,0,0,0,0,0,0,0,1.657,2.291,0,1.579,0,0,0,2.123,0,0,0,2.372
HPB:bin_000612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.812,0,0,0,0,2.903,0,0,0,0,0,0,0,0,0,0,0,0,1.198,0,0,0,0,0,0,0,0,1.503,0,0,0,0,0,0,0,0,0,0,0,0,0,1.546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791,0,24.53,0,1.954,1.588,0,1.908
HPB:bin_000615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55,0
HPB:bin_000617,0,0,0,0,0,0,0,0,0,0,0,0,0.802,1.134,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.775,0,0,0,0,0,0,0,0,0,0,0,0,0,4.181,0,0,2.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.696,0.86,4.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.476,0,0,0.976,0.853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.779,0,0,0,0,0,0,0,0,0,0.862,0,0,2.12,5.037,0,0.97,0,0.617,0,0,2.444,0.932,0
HPB:bin_000619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.549,0,0,0,0,0,0,0,0,0,0,0,0,1.265,0,0,0.873,0,0,0,1.677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.683,0,0,0,0,0,0,0,0,0,1.208,0,0,0,0.91,0.898,2.861,0,6.178,0,13.068,0.743,0,0.633,0.774
HPB:bin_000624,0,0,0,0,0,0,0,0,0,0,0,1.698,2.785,0,0.769,0,0,1.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000627,0,0,0,1.369,1.196,0,0,0,1.268,0,0,1.151,0,2.191,1.224,0,0,0,0,0,0,0,0,0,0,0,1.558,0,2.558,2.634,0,0,0,0,0,0,0,0,0,2.029,0,0,0,0,0,2.028,1.777,0,0,0.985,1.119,0,1.175,0,1.168,0,0,0.637,0,0,0,0,1.569,0,2.986,1.266,0,0,0,0,0,0,0,0,0,0,0,2.859,1.703,0,0,0,0,0,0,0,0,0,0,1.259,1.527,3.766,3.544,0,0,2.224,1.905,2.46,1.156,2.365,0,1.98
HPB:bin_000630,0,2.791,3.464,1.44,1.436,0,1.218,0,1.299,0,0,1.757,1.856,1.153,0.928,2.095,0,1.056,0,0,0,0,1.482,0,0,0,2.074,2.391,2.675,2.766,0,1.157,0,0,0,0,0,0,0,2.326,1.703,1.198,1.035,2.074,1.276,2.739,2.157,1.405,0.824,1.536,1.339,0,1.211,1.752,2.016,1.54,0.812,0,0,0,1.326,0,1.112,0,1.473,0.923,1.216,1.831,0,0,0,0,0,0,2.035,0,0,2.691,1.275,0,0,0,0,0,0,0,0,0,0,1.826,1.533,2.105,1.923,0.98,2.206,4.204,2.156,3.071,1.517,4.384,1.572,2.57
HPB:bin_000631,0,0.914,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HPB:bin_000635,0,0,0,0,0,0,0,0,0,0,0,1.184,0.908,0,1.295,0,0,0.923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
