ID,Xcoord,Ycoord,size,shape,cryosection_text,SampleType,Xcoordpixel,Ycoordpixel
M301859,11965.53,19718.60,4976.0,Elipse,G095eI108A,Positive,330,507
M301861,12824.98,19733.61,4976.0,Elipse,G095eI108A,Positive,447,508
M301862,13427.67,19711.10,4976.0,Elipse,G095eI108A,Positive,528,506
M301863,14212.18,19630.22,4976.0,Elipse,G095eI108A,Positive,634,495
M301864,14994.54,19632.83,4976.0,Elipse,G095eI108A,Positive,740,496
M301865,15158.92,19346.61,4976.0,Elipse,G095eI108A,Positive,762,459
M301866,13867.92,21884.43,5140.0,Elipse,G095eI108A,Positive,588,785
M301867,13851.94,21691.87,5140.0,Elipse,G095eI108A,Positive,585,760
M301868,13850.63,20916.28,5140.0,Elipse,G095eI108A,Positive,585,660
M301869,13871.98,20496.56,5140.0,Elipse,G095eI108A,Positive,588,606
M301871,13959.49,19674.56,5140.0,Elipse,G095eI108A,Positive,600,501
M301872,13787.29,18282.33,5140.0,Elipse,G095eI108A,Positive,577,322
M301873,13998.92,17355.50,5140.0,Elipse,G095eI108A,Positive,605,203
M301875,13121.80,17775.83,4815.0,Elipse,G095eI108A,Positive,487,257
M301876,13353.16,17985.72,4815.0,Elipse,G095eI108A,Positive,518,284
M301877,13632.74,18150.38,4815.0,Elipse,G095eI108A,Positive,556,305
M301878,13724.23,17792.11,4815.0,Elipse,G095eI108A,Positive,568,259
M301879,14232.49,17790.81,4815.0,Elipse,G095eI108A,Positive,637,259
M301880,14902.52,17814.82,4815.0,Elipse,G095eI108A,Positive,727,262
M301881,15225.33,17764.79,4815.0,Elipse,G095eI108A,Positive,771,256
M301882,11650.67,18960.79,5306.0,Elipse,G095eI108A,Positive,288,409
M301883,12051.91,18991.57,5306.0,Elipse,G095eI108A,Positive,342,413
M301884,12643.20,18874.81,5306.0,Elipse,G095eI108A,Positive,422,398
M301885,12871.38,18984.50,5306.0,Elipse,G095eI108A,Positive,453,412
M301886,13675.07,18981.24,5306.0,Elipse,G095eI108A,Positive,561,412
M301887,14486.83,18974.39,5306.0,Elipse,G095eI108A,Positive,671,411
M301889,15267.83,19129.44,5306.0,Elipse,G095eI108A,Positive,777,431
M301890,10942.13,20407.74,4976.0,Elipse,G095eI108A,Positive,192,595
M301891,11205.01,20408.39,4976.0,Elipse,G095eI108A,Positive,228,595
M301892,11920.78,20435.46,4976.0,Elipse,G095eI108A,Positive,324,599
M301894,12400.37,20585.66,4976.0,Elipse,G095eI108A,Positive,389,618
M301895,12851.55,20608.16,4976.0,Elipse,G095eI108A,Positive,450,621
M301896,13335.82,20608.82,4976.0,Elipse,G095eI108A,Positive,516,621
M301897,14233.89,20979.61,4976.0,Elipse,G095eI108A,Positive,637,669
M301898,13433.94,21770.79,5216.0,Elipse,G095eI108A,Positive,529,770
M301899,13616.95,21217.81,5216.0,Elipse,G095eI108A,Positive,554,699
M301900,12127.30,19335.42,5216.0,Elipse,G095eI108A,Positive,352,457
M301901,11035.44,20685.45,5216.0,Elipse,G095eI108A,Positive,205,631
M301902,11335.51,20849.08,5216.0,Elipse,G095eI108A,Positive,245,652
M301903,12242.43,20837.44,5216.0,Elipse,G095eI108A,Positive,368,650
M301905,12455.09,21543.55,5216.0,Elipse,G095eI108A,Positive,397,741
M301954,13111.36,39369.19,4976.0,Elipse,G095eI108B,Positive,696,338
M301955,12662.49,39377.02,4976.0,Elipse,G095eI108B,Positive,650,338
M301956,12114.90,39395.61,4976.0,Elipse,G095eI108B,Positive,593,340
M301957,11238.94,39414.20,4976.0,Elipse,G095eI108B,Positive,502,342
M301959,10354.12,39265.48,4976.0,Elipse,G095eI108B,Positive,410,327
M301960,9676.50,39237.11,4976.0,Elipse,G095eI108B,Positive,339,325
M301961,9642.50,39641.84,4976.0,Elipse,G095eI108B,Positive,336,365
M301962,10633.82,43398.47,5140.0,Elipse,G095eI108B,Positive,438,735
M301964,10561.42,43099.48,5140.0,Elipse,G095eI108B,Positive,432,706
M301965,10560.57,42681.80,5140.0,Elipse,G095eI108B,Positive,432,665
M301966,10403.07,42079.95,5140.0,Elipse,G095eI108B,Positive,415,605
M301967,10643.76,41445.29,5140.0,Elipse,G095eI108B,Positive,440,542
M301968,10622.56,40842.51,5140.0,Elipse,G095eI108B,Positive,438,483
M301969,10539.82,40024.57,5140.0,Elipse,G095eI108B,Positive,429,402
M301970,9565.59,41761.58,4976.0,Elipse,G095eI108B,Positive,328,574
M301971,9460.80,41235.00,4976.0,Elipse,G095eI108B,Positive,317,522
M301973,9555.76,40716.28,4976.0,Elipse,G095eI108B,Positive,327,471
M301974,9587.70,40365.84,4976.0,Elipse,G095eI108B,Positive,330,436
M301975,9477.96,39860.30,4976.0,Elipse,G095eI108B,Positive,318,386
M301976,10004.30,39670.43,4976.0,Elipse,G095eI108B,Positive,373,367
M301977,9961.15,38678.80,4976.0,Elipse,G095eI108B,Positive,369,269
M301978,11983.18,41860.26,5140.0,Elipse,G095eI108B,Positive,579,584
M301979,12658.08,41859.71,5140.0,Elipse,G095eI108B,Positive,649,583
M301980,13191.35,41846.34,5140.0,Elipse,G095eI108B,Positive,705,582
M301981,13196.75,42453.88,5140.0,Elipse,G095eI108B,Positive,705,642
M301982,12599.04,42258.59,5140.0,Elipse,G095eI108B,Positive,643,623
M301983,12055.98,41374.29,5140.0,Elipse,G095eI108B,Positive,587,535
M301985,13074.10,40995.92,5140.0,Elipse,G095eI108B,Positive,692,498
M301986,12575.49,40302.94,4976.0,Elipse,G095eI108B,Positive,641,429
M301987,12492.15,39894.50,4976.0,Elipse,G095eI108B,Positive,632,389
M301988,11535.97,39706.48,4976.0,Elipse,G095eI108B,Positive,532,371
M301989,10991.73,40597.40,4976.0,Elipse,G095eI108B,Positive,476,458
M301990,11256.09,40971.91,4976.0,Elipse,G095eI108B,Positive,504,495
M301991,12372.50,38771.92,4976.0,Elipse,G095eI108B,Positive,619,278
M301992,11309.87,37373.72,4976.0,Elipse,G095eI108B,Positive,509,140
M301994,11038.67,44004.40,5140.0,Elipse,G095eI108B,Positive,481,795
M301995,11177.38,43716.73,5140.0,Elipse,G095eI108B,Positive,495,767
M301996,11170.96,43246.72,5140.0,Elipse,G095eI108B,Positive,495,721
M301997,11260.02,42571.70,5140.0,Elipse,G095eI108B,Positive,504,654
M301998,11707.10,42105.80,5140.0,Elipse,G095eI108B,Positive,551,608
M301999,11699.83,41678.19,5140.0,Elipse,G095eI108B,Positive,550,565
M302001,11690.22,43604.32,5140.0,Elipse,G095eI108B,Positive,548,756
M301906,10385.42,16500.35,4976.0,Elipse,G096eI107A,Positive,248,278
M301907,10338.78,17294.50,4976.0,Elipse,G096eI107A,Positive,241,391
M301909,10298.24,17943.68,4976.0,Elipse,G096eI107A,Positive,234,484
M301910,10771.94,18251.93,4976.0,Elipse,G096eI107A,Positive,306,528
M301911,10745.29,19017.37,4976.0,Elipse,G096eI107A,Positive,302,637
M301912,10547.23,19309.17,4976.0,Elipse,G096eI107A,Positive,272,679
M301913,11937.01,19923.53,4976.0,Elipse,G096eI107A,Positive,481,767
M301915,11850.04,15946.15,5140.0,Elipse,G096eI107A,Positive,468,199
M301916,11885.26,16639.07,5140.0,Elipse,G096eI107A,Positive,473,298
M301917,11867.32,17280.50,5140.0,Elipse,G096eI107A,Positive,470,389
M301918,11843.41,17915.03,5140.0,Elipse,G096eI107A,Positive,467,480
M301919,11910.93,18185.17,5140.0,Elipse,G096eI107A,Positive,477,519
M301920,11896.45,18769.87,5140.0,Elipse,G096eI107A,Positive,474,602
M301921,11854.60,19521.17,5140.0,Elipse,G096eI107A,Positive,468,709
M301922,13769.97,17562.75,4815.0,Elipse,G096eI107A,Positive,756,430
M301923,13708.75,17967.46,4815.0,Elipse,G096eI107A,Positive,747,488
M301924,13605.92,19148.03,4815.0,Elipse,G096eI107A,Positive,731,656
M301925,13332.25,19540.20,4815.0,Elipse,G096eI107A,Positive,690,712
M301926,13090.86,19877.04,4815.0,Elipse,G096eI107A,Positive,653,760
M301927,12928.49,19338.25,4815.0,Elipse,G096eI107A,Positive,630,683
M301928,12787.92,18749.86,4815.0,Elipse,G096eI107A,Positive,609,599
M301930,13233.78,17474.26,5306.0,Elipse,G096eI107A,Positive,676,417
M301931,13144.42,17936.10,5306.0,Elipse,G096eI107A,Positive,662,483
M301932,12992.33,18291.45,5306.0,Elipse,G096eI107A,Positive,639,533
M301934,12097.96,18537.93,5306.0,Elipse,G096eI107A,Positive,504,569
M301935,12361.04,19102.09,5306.0,Elipse,G096eI107A,Positive,544,649
M301936,11554.83,19577.61,5306.0,Elipse,G096eI107A,Positive,423,717
M301937,13115.76,19688.67,5306.0,Elipse,G096eI107A,Positive,658,733
M301938,11406.52,16349.73,4976.0,Elipse,G096eI107A,Positive,401,257
M301939,12708.36,16520.09,4976.0,Elipse,G096eI107A,Positive,597,281
M301940,10729.04,17135.29,4976.0,Elipse,G096eI107A,Positive,299,369
M301941,11209.89,17588.61,4976.0,Elipse,G096eI107A,Positive,371,433
M301942,11084.65,18265.42,4976.0,Elipse,G096eI107A,Positive,352,530
M301943,10995.16,18557.52,4976.0,Elipse,G096eI107A,Positive,339,571
M301945,11698.37,18554.84,4976.0,Elipse,G096eI107A,Positive,444,571
M301946,12415.29,16169.50,5140.0,Elipse,G096eI107A,Positive,552,231
M301947,12219.61,16462.18,5140.0,Elipse,G096eI107A,Positive,523,272
M301948,12458.64,16946.15,5140.0,Elipse,G096eI107A,Positive,559,341
M301950,12494.84,17330.75,5140.0,Elipse,G096eI107A,Positive,564,397
M301951,12349.71,17717.30,5140.0,Elipse,G096eI107A,Positive,542,451
M301952,12399.28,18180.02,5140.0,Elipse,G096eI107A,Positive,550,518
M301953,12852.93,17407.63,5140.0,Elipse,G096eI107A,Positive,618,408
M302003,12534.27,38805.63,4976.0,Elipse,G096eI107B,Positive,473,250
M302004,12393.70,39423.91,4976.0,Elipse,G096eI107B,Positive,452,339
M302005,12504.59,39829.16,4976.0,Elipse,G096eI107B,Positive,469,397
M302006,12484.05,40396.22,4976.0,Elipse,G096eI107B,Positive,466,477
M302007,12397.62,40744.14,4976.0,Elipse,G096eI107B,Positive,453,527
M302008,12430.23,41241.43,4976.0,Elipse,G096eI107B,Positive,458,598
M302009,12343.48,41749.12,4976.0,Elipse,G096eI107B,Positive,444,670
M302010,11709.19,38979.57,5140.0,Elipse,G096eI107B,Positive,350,274
M302011,11791.38,39473.44,5140.0,Elipse,G096eI107B,Positive,362,346
M302012,11792.03,39774.09,5140.0,Elipse,G096eI107B,Positive,362,389
M302014,11715.71,40120.88,5140.0,Elipse,G096eI107B,Positive,351,438
M302015,11778.98,40634.71,5140.0,Elipse,G096eI107B,Positive,360,511
M302016,11642.33,40968.08,5140.0,Elipse,G096eI107B,Positive,340,559
M302017,11772.79,41323.60,5140.0,Elipse,G096eI107B,Positive,359,610
M302018,12863.90,39697.10,4976.0,Elipse,G096eI107B,Positive,523,378
M302019,12802.91,40346.09,4976.0,Elipse,G096eI107B,Positive,514,470
M302020,13014.57,40778.73,4976.0,Elipse,G096eI107B,Positive,546,532
M302021,13062.19,41236.19,4976.0,Elipse,G096eI107B,Positive,553,597
M302023,12859.33,41666.61,4976.0,Elipse,G096eI107B,Positive,522,659
M302024,12956.85,42132.53,4976.0,Elipse,G096eI107B,Positive,537,724
M302025,13089.39,42466.22,4976.0,Elipse,G096eI107B,Positive,557,772
M302026,13813.78,39414.12,5140.0,Elipse,G096eI107B,Positive,666,337
M302027,13911.20,39640.31,5140.0,Elipse,G096eI107B,Positive,680,369
M302028,13874.02,39952.20,5140.0,Elipse,G096eI107B,Positive,674,413
M302029,13891.40,40250.45,5140.0,Elipse,G096eI107B,Positive,678,457
M302030,13863.91,40558.99,5140.0,Elipse,G096eI107B,Positive,673,500
M302032,13753.35,41034.76,5140.0,Elipse,G096eI107B,Positive,657,568
M302033,13735.41,41595.36,5140.0,Elipse,G096eI107B,Positive,654,648
M302034,10716.17,40208.37,4976.0,Elipse,G096eI107B,Positive,201,450
M302035,11426.96,40404.93,4976.0,Elipse,G096eI107B,Positive,308,479
M302036,13103.37,40439.41,4976.0,Elipse,G096eI107B,Positive,559,483
M302037,14338.35,39932.27,4976.0,Elipse,G096eI107B,Positive,744,411
M302038,14662.02,41138.46,4976.0,Elipse,G096eI107B,Positive,793,583
M302039,14613.42,41648.77,4976.0,Elipse,G096eI107B,Positive,786,656
M302041,13345.34,42107.07,4976.0,Elipse,G096eI107B,Positive,596,721
M302042,11225.23,39525.44,5140.0,Elipse,G096eI107B,Positive,277,353
M302044,11248.76,39894.29,5140.0,Elipse,G096eI107B,Positive,281,406
M302045,10977.24,40839.77,5140.0,Elipse,G096eI107B,Positive,240,540
M302046,11165.20,41160.20,5140.0,Elipse,G096eI107B,Positive,268,587
M302047,13311.85,41571.58,5140.0,Elipse,G096eI107B,Positive,590,644
M302048,13540.16,40707.89,5140.0,Elipse,G096eI107B,Positive,624,521
M302049,13424.61,39640.52,5140.0,Elipse,G096eI107B,Positive,608,369
M302050,38214.96,17370.73,4976.0,Elipse,G097eI107A,Positive,236,324
M302051,38554.45,17749.06,4976.0,Elipse,G097eI107A,Positive,269,359
M302053,39026.86,18155.75,4976.0,Elipse,G097eI107A,Positive,314,396
M302054,39390.52,18502.10,4976.0,Elipse,G097eI107A,Positive,349,428
M302055,39753.35,18999.84,4976.0,Elipse,G097eI107A,Positive,385,474
M302056,40205.90,19680.89,4976.0,Elipse,G097eI107A,Positive,429,536
M302057,40772.69,20358.07,4976.0,Elipse,G097eI107A,Positive,483,599
M302058,42626.56,22792.05,5140.0,Elipse,G097eI107A,Positive,662,821
M302059,41719.63,22448.72,5140.0,Elipse,G097eI107A,Positive,574,790
M302060,41595.75,21830.24,5140.0,Elipse,G097eI107A,Positive,562,734
M302061,40037.06,21676.59,5140.0,Elipse,G097eI107A,Positive,412,719
M302062,39368.24,21163.06,5140.0,Elipse,G097eI107A,Positive,347,672
M302063,38761.87,20785.58,5140.0,Elipse,G097eI107A,Positive,289,638
M302065,39752.23,19951.77,5140.0,Elipse,G097eI107A,Positive,384,561
M302067,40824.27,15930.02,4976.0,Elipse,G097eI107A,Positive,488,192
M302068,40845.57,16790.14,4976.0,Elipse,G097eI107A,Positive,490,271
M302069,40971.46,17868.72,4976.0,Elipse,G097eI107A,Positive,502,370
M302070,40807.83,18638.51,4976.0,Elipse,G097eI107A,Positive,486,441
M302071,40973.51,19451.02,4976.0,Elipse,G097eI107A,Positive,502,515
M302072,41390.75,19866.89,4976.0,Elipse,G097eI107A,Positive,543,554
M302073,41894.97,20350.77,4976.0,Elipse,G097eI107A,Positive,591,598
M302074,43315.94,21618.90,5140.0,Elipse,G097eI107A,Positive,729,714
M302075,42590.99,20972.66,5140.0,Elipse,G097eI107A,Positive,659,655
M302076,42466.86,20417.10,5140.0,Elipse,G097eI107A,Positive,646,604
M302078,42850.36,20088.94,5140.0,Elipse,G097eI107A,Positive,684,574
M302079,43134.01,19158.82,5140.0,Elipse,G097eI107A,Positive,711,489
M302080,42199.48,19175.56,5140.0,Elipse,G097eI107A,Positive,621,490
M302081,41876.37,18043.34,5140.0,Elipse,G097eI107A,Positive,589,386
M302082,41419.32,16123.46,4976.0,Elipse,G097eI107A,Positive,546,210
M302083,41353.34,17217.11,4976.0,Elipse,G097eI107A,Positive,539,310
M302084,41286.58,17897.91,4976.0,Elipse,G097eI107A,Positive,533,373
M302085,41315.96,19165.62,4976.0,Elipse,G097eI107A,Positive,536,489
M302086,41909.35,19986.33,4976.0,Elipse,G097eI107A,Positive,593,564
M302087,43437.79,21066.65,4976.0,Elipse,G097eI107A,Positive,740,664
M302088,43434.42,20376.31,4976.0,Elipse,G097eI107A,Positive,740,600
M302090,39357.68,16896.35,5140.0,Elipse,G097eI107A,Positive,346,281
M302091,39324.52,17683.68,5140.0,Elipse,G097eI107A,Positive,344,353
M302092,40039.86,21296.72,5140.0,Elipse,G097eI107A,Positive,412,684
M302093,38557.51,20372.42,5140.0,Elipse,G097eI107A,Positive,269,600
M302094,39688.62,17303.09,5140.0,Elipse,G097eI107A,Positive,379,318
M302096,40608.05,17954.62,5140.0,Elipse,G097eI107A,Positive,467,378
M302097,42101.48,16923.26,5140.0,Elipse,G097eI107A,Positive,611,283
M302146,40206.11,41849.89,4976.0,Elipse,G097eI107B,Positive,247,321
M302148,40823.95,42238.78,4976.0,Elipse,G097eI107B,Positive,306,356
M302149,41351.44,42458.46,4976.0,Elipse,G097eI107B,Positive,357,376
M302150,41926.45,42501.18,4976.0,Elipse,G097eI107B,Positive,413,381
M302151,42736.34,42745.26,4976.0,Elipse,G097eI107B,Positive,491,403
M302152,43606.75,42817.98,4976.0,Elipse,G097eI107B,Positive,575,410
M302153,45115.78,42832.17,4976.0,Elipse,G097eI107B,Positive,721,411
M302154,40220.69,42935.51,5140.0,Elipse,G097eI107B,Positive,249,421
M302155,39531.43,42249.53,5140.0,Elipse,G097eI107B,Positive,182,358
M302156,39961.00,42615.28,5140.0,Elipse,G097eI107B,Positive,224,391
M302157,40486.50,42990.96,5140.0,Elipse,G097eI107B,Positive,274,426
M302158,41206.81,43132.98,5140.0,Elipse,G097eI107B,Positive,344,439
M302159,42047.16,42807.02,5140.0,Elipse,G097eI107B,Positive,424,409
M302160,42414.61,43009.93,5140.0,Elipse,G097eI107B,Positive,460,427
M302162,44654.54,43460.34,4976.0,Elipse,G097eI107B,Positive,676,469
M302164,42062.34,43267.89,4976.0,Elipse,G097eI107B,Positive,426,451
M302165,45757.16,43676.80,4976.0,Elipse,G097eI107B,Positive,783,489
M302166,43308.19,43784.85,4976.0,Elipse,G097eI107B,Positive,546,499
M302167,43224.05,43628.96,4976.0,Elipse,G097eI107B,Positive,539,484
M302168,44829.58,43629.61,4976.0,Elipse,G097eI107B,Positive,693,484
M302169,45648.88,43629.84,4976.0,Elipse,G097eI107B,Positive,772,484
M302170,41783.80,44323.10,5140.0,Elipse,G097eI107B,Positive,399,548
M302171,41568.88,44166.55,5140.0,Elipse,G097eI107B,Positive,379,534
M302173,45707.59,44044.76,5140.0,Elipse,G097eI107B,Positive,778,522
M302175,44631.98,44201.12,5140.0,Elipse,G097eI107B,Positive,674,536
M302176,43815.17,44326.03,5140.0,Elipse,G097eI107B,Positive,595,548
M302177,43028.62,44361.58,5140.0,Elipse,G097eI107B,Positive,519,551
M302178,40031.57,44455.52,4976.0,Elipse,G097eI107B,Positive,230,560
M302181,44795.05,44327.34,4976.0,Elipse,G097eI107B,Positive,690,548
M302182,42679.40,44776.80,4976.0,Elipse,G097eI107B,Positive,486,589
M302183,40300.29,44848.98,4976.0,Elipse,G097eI107B,Positive,256,596
M302184,41063.13,44871.48,4976.0,Elipse,G097eI107B,Positive,330,598
M302185,44735.71,44912.57,4976.0,Elipse,G097eI107B,Positive,684,602
M302186,45618.97,44803.32,5140.0,Elipse,G097eI107B,Positive,769,592
M302187,41479.07,45347.79,5140.0,Elipse,G097eI107B,Positive,370,641
M302188,45537.33,44713.63,5140.0,Elipse,G097eI107B,Positive,761,584
M302189,42270.18,45390.19,5140.0,Elipse,G097eI107B,Positive,446,646
M302190,45162.81,45263.43,5140.0,Elipse,G097eI107B,Positive,726,634
M302191,44396.15,45472.37,5140.0,Elipse,G097eI107B,Positive,651,653
M302193,43476.27,45389.53,5140.0,Elipse,G097eI107B,Positive,563,646
M301044,39826.46,16381.54,4976.0,Elipse,G103bI301A,Positive,422,329
M301045,40015.93,16372.08,4976.0,Elipse,G103bI301A,Positive,448,328
M301046,40430.65,16268.04,4976.0,Elipse,G103bI301A,Positive,504,314
M301048,40926.24,16353.49,4976.0,Elipse,G103bI301A,Positive,571,325
M301049,41736.02,16434.37,4976.0,Elipse,G103bI301A,Positive,680,336
M301050,40192.57,16214.35,4815.0,Elipse,G103bI301A,Positive,472,307
M301051,40154.84,16597.72,4815.0,Elipse,G103bI301A,Positive,467,357
M301052,40195.38,17057.99,4815.0,Elipse,G103bI301A,Positive,472,416
M301054,39791.60,18107.69,4815.0,Elipse,G103bI301A,Positive,418,551
M301055,39770.60,18361.21,4815.0,Elipse,G103bI301A,Positive,415,583
M301057,40071.19,18322.17,4815.0,Elipse,G103bI301A,Positive,455,578
M301058,41182.31,16262.49,5306.0,Elipse,G103bI301A,Positive,606,314
M301059,41148.06,16419.34,5306.0,Elipse,G103bI301A,Positive,601,334
M301060,41113.29,16943.55,5306.0,Elipse,G103bI301A,Positive,596,401
M301063,41110.03,17363.29,5306.0,Elipse,G103bI301A,Positive,596,455
M301064,41081.03,18018.79,5306.0,Elipse,G103bI301A,Positive,592,539
M301065,41233.76,19314.80,5306.0,Elipse,G103bI301A,Positive,613,706
M301069,41240.39,19087.94,4976.0,Elipse,G103bI301A,Positive,613,677
M301070,39970.48,19209.60,4976.0,Elipse,G103bI301A,Positive,442,692
M301072,40531.74,19206.54,4976.0,Elipse,G103bI301A,Positive,518,692
M301073,39891.55,19315.27,4976.0,Elipse,G103bI301A,Positive,431,706
M301075,41614.75,20130.11,5306.0,Elipse,G103bI301A,Positive,664,810
M301076,41854.47,20045.31,5306.0,Elipse,G103bI301A,Positive,696,799
M301077,41599.10,19885.17,5306.0,Elipse,G103bI301A,Positive,662,779
M301079,41584.87,18556.12,5306.0,Elipse,G103bI301A,Positive,660,608
M301080,41504.31,18869.21,5306.0,Elipse,G103bI301A,Positive,649,648
M301081,41547.04,18764.20,5306.0,Elipse,G103bI301A,Positive,655,635
M301082,41448.22,18598.52,4815.0,Elipse,G103bI301A,Positive,642,614
M301086,39340.67,17466.54,4815.0,Elipse,G103bI301A,Positive,357,468
M301087,39836.83,17317.49,4815.0,Elipse,G103bI301A,Positive,424,449
M301089,39893.57,17603.84,4815.0,Elipse,G103bI301A,Positive,431,486
M301139,41584.28,35150.23,5140.0,Elipse,G103bI301B,Positive,320,-596
M301140,41387.29,35170.77,5140.0,Elipse,G103bI301B,Positive,293,-594
M301141,44348.56,44543.94,5140.0,Elipse,G103bI301B,Positive,693,610
M301142,44260.83,44473.82,5140.0,Elipse,G103bI301B,Positive,682,601
M301143,44313.14,45603.67,5140.0,Elipse,G103bI301B,Positive,689,746
M301146,42483.72,45618.07,5306.0,Elipse,G103bI301B,Positive,441,748
M301148,44087.13,45539.00,5306.0,Elipse,G103bI301B,Positive,658,738
M301149,42492.53,45596.87,5306.0,Elipse,G103bI301B,Positive,443,745
M301151,42745.32,45490.41,5306.0,Elipse,G103bI301B,Positive,477,732
M301152,43798.07,45509.65,5306.0,Elipse,G103bI301B,Positive,619,734
M301153,42406.10,45397.93,5306.0,Elipse,G103bI301B,Positive,431,720
M301154,45753.96,33192.72,5475.0,Elipse,G103bI301B,Positive,883,-848
M301155,42830.30,42823.83,5475.0,Elipse,G103bI301B,Positive,488,389
M301157,42576.24,43022.45,5475.0,Elipse,G103bI301B,Positive,444,281
M301158,42728.78,43333.67,5475.0,Elipse,G103bI301B,Positive,465,321
M301159,42760.64,43797.16,5475.0,Elipse,G103bI301B,Positive,469,380
M301161,42868.59,44491.68,5475.0,Elipse,G103bI301B,Positive,483,469
M301162,43629.10,43115.75,4976.0,Elipse,G103bI301B,Positive,586,293
M301163,43688.03,47714.25,4976.0,Elipse,G103bI301B,Positive,594,883
M301166,43709.18,46658.54,4976.0,Elipse,G103bI301B,Positive,597,748
M301168,43646.89,45916.86,4976.0,Elipse,G103bI301B,Positive,589,653
M301169,43448.42,43290.23,4976.0,Elipse,G103bI301B,Positive,562,315
M301170,43633.01,43157.49,5140.0,Elipse,G103bI301B,Positive,587,298
M301172,42922.19,46597.81,5140.0,Elipse,G103bI301B,Positive,491,740
M301173,42621.92,47576.53,5140.0,Elipse,G103bI301B,Positive,450,866
M301175,42476.03,46748.81,5140.0,Elipse,G103bI301B,Positive,430,759
M301177,42875.33,47973.74,5140.0,Elipse,G103bI301B,Positive,484,917
M301178,41734.49,42635.43,4815.0,Elipse,G103bI301B,Positive,330,231
M301179,41952.68,42594.99,4815.0,Elipse,G103bI301B,Positive,360,226
M301181,42024.98,42894.11,4815.0,Elipse,G103bI301B,Positive,369,264
M301182,41991.26,43284.39,4815.0,Elipse,G103bI301B,Positive,365,314
M301184,42572.37,43097.89,4815.0,Elipse,G103bI301B,Positive,443,290
M301185,42079.86,43292.01,4815.0,Elipse,G103bI301B,Positive,377,315
M301234,76973.22,17889.40,5306.0,Elipse,G103bO201A,Positive,403,539
M301235,77607.21,18093.72,5306.0,Elipse,G103bO201A,Positive,516,573
M301237,77777.23,17719.40,5306.0,Elipse,G103bO201A,Positive,547,509
M301238,77663.73,17415.10,5306.0,Elipse,G103bO201A,Positive,527,457
M301240,77772.29,17109.32,5306.0,Elipse,G103bO201A,Positive,547,405
M301242,77441.57,17395.99,5475.0,Elipse,G103bO201A,Positive,487,453
M301243,77316.98,17388.81,5475.0,Elipse,G103bO201A,Positive,464,452
M301245,77572.82,17674.09,5475.0,Elipse,G103bO201A,Positive,511,501
M301247,77720.86,18018.83,5475.0,Elipse,G103bO201A,Positive,537,560
M301248,77530.26,17869.56,5475.0,Elipse,G103bO201A,Positive,503,535
M301249,77319.24,17758.02,5475.0,Elipse,G103bO201A,Positive,464,516
M301250,75621.87,30505.58,5140.0,Elipse,G103bO201B,Positive,467,504
M301251,75752.95,30541.36,5140.0,Elipse,G103bO201B,Positive,491,511
M301252,75884.38,30014.16,5140.0,Elipse,G103bO201B,Positive,515,420
M301254,76237.51,30780.04,5140.0,Elipse,G103bO201B,Positive,577,551
M301255,75363.75,31063.84,5140.0,Elipse,G103bO201B,Positive,420,600
M301256,75320.35,30629.37,5140.0,Elipse,G103bO201B,Positive,412,525
M301258,75930.62,30247.21,5216.0,Elipse,G103bO201B,Positive,523,460
M301261,75795.92,30449.42,5216.0,Elipse,G103bO201B,Positive,499,495
M301262,76189.76,30949.87,5216.0,Elipse,G103bO201B,Positive,569,580
M301263,76197.26,30864.42,5216.0,Elipse,G103bO201B,Positive,571,565
M301264,75815.00,29900.74,5216.0,Elipse,G103bO201B,Positive,501,401
M301265,75583.44,29860.95,5216.0,Elipse,G103bO201B,Positive,460,393
M301267,76131.08,44986.06,5306.0,Elipse,G103bO201C,Positive,462,623
M301268,76318.97,44716.68,5306.0,Elipse,G103bO201C,Positive,487,589
M301271,76992.00,44127.30,5306.0,Elipse,G103bO201C,Positive,578,513
M301273,76388.10,44228.75,5306.0,Elipse,G103bO201C,Positive,497,526
M301275,76115.13,43791.07,4815.0,Elipse,G103bO201C,Positive,460,470
M301276,76247.30,43214.70,4815.0,Elipse,G103bO201C,Positive,478,396
M301280,76385.28,43365.33,4815.0,Elipse,G103bO201C,Positive,496,415
M301281,76741.79,43803.27,4815.0,Elipse,G103bO201C,Positive,544,471
M301330,41457.06,17136.77,5140.0,Elipse,G103bO202A,Positive,495,413
M301332,41085.91,17000.70,5140.0,Elipse,G103bO202A,Positive,428,389
M301334,41194.41,17230.59,5140.0,Elipse,G103bO202A,Positive,447,429
M301335,41365.74,17749.83,5140.0,Elipse,G103bO202A,Positive,477,519
M301336,41541.87,17517.34,5140.0,Elipse,G103bO202A,Positive,509,479
M301337,41905.27,17614.86,5140.0,Elipse,G103bO202A,Positive,575,495
M301338,41276.79,18329.23,4815.0,Elipse,G103bO202A,Positive,461,617
M301339,41696.44,17996.88,4815.0,Elipse,G103bO202A,Positive,537,560
M301341,41762.32,18119.51,4815.0,Elipse,G103bO202A,Positive,549,581
M301342,41096.28,18126.67,4815.0,Elipse,G103bO202A,Positive,429,583
M301344,41840.82,17244.87,4815.0,Elipse,G103bO202A,Positive,564,432
M301345,41615.13,17636.39,4815.0,Elipse,G103bO202A,Positive,523,499
M301346,41121.26,31903.64,5140.0,Elipse,G103bO202B,Positive,443,615
