ID,Xcoord,Ycoord,size,shape,cryosection_text,SampleType,Xcoordpixel,Ycoordpixel
M301348,41066.93,31834.16,5140.0,Elipse,G103bO202B,Positive,433,603
M301351,40978.64,31539.07,5140.0,Elipse,G103bO202B,Positive,417,552
M301352,41251.34,31431.61,5140.0,Elipse,G103bO202B,Positive,467,533
M301353,41410.00,31114.41,5140.0,Elipse,G103bO202B,Positive,495,479
M301354,41668.30,31063.36,4815.0,Elipse,G103bO202B,Positive,541,471
M301356,41960.30,31121.09,4815.0,Elipse,G103bO202B,Positive,595,480
M301357,41748.63,31372.54,4815.0,Elipse,G103bO202B,Positive,556,523
M301358,41684.04,30812.29,4815.0,Elipse,G103bO202B,Positive,544,427
M301359,41888.64,30691.74,4815.0,Elipse,G103bO202B,Positive,581,407
M301360,41051.87,30682.47,4815.0,Elipse,G103bO202B,Positive,431,405
M301363,42227.03,45904.77,5306.0,Elipse,G103bO202C,Positive,463,631
M301364,42798.15,44268.34,5306.0,Elipse,G103bO202C,Positive,565,351
M301365,41809.90,45629.18,5306.0,Elipse,G103bO202C,Positive,387,584
M301366,42180.95,45036.85,5306.0,Elipse,G103bO202C,Positive,455,483
M301367,42551.61,44760.61,5306.0,Elipse,G103bO202C,Positive,521,435
M301368,42729.66,44186.81,5306.0,Elipse,G103bO202C,Positive,553,336
M301370,42248.68,45163.92,4500.0,Elipse,G103bO202C,Positive,467,504
M301371,42343.67,45296.01,4500.0,Elipse,G103bO202C,Positive,484,527
M301372,42131.09,45460.49,4500.0,Elipse,G103bO202C,Positive,445,555
M301373,42210.01,45601.56,4500.0,Elipse,G103bO202C,Positive,459,579
M301374,42975.76,45566.74,4500.0,Elipse,G103bO202C,Positive,597,573
M301377,43010.46,44867.37,4500.0,Elipse,G103bO202C,Positive,604,453
M302434,13904.49,30517.10,5140.0,Elipse,G105bI105B,Positive,557,577
M302435,13814.15,30221.80,5140.0,Elipse,G105bI105B,Positive,537,513
M302436,13927.09,29815.39,5140.0,Elipse,G105bI105B,Positive,562,425
M302437,14141.38,29666.13,5140.0,Elipse,G105bI105B,Positive,610,393
M302438,14165.22,29375.83,5140.0,Elipse,G105bI105B,Positive,617,332
M302439,14254.32,29547.42,5140.0,Elipse,G105bI105B,Positive,637,368
M302440,14273.57,29729.08,5140.0,Elipse,G105bI105B,Positive,640,407
M302443,13034.11,30110.82,4976.0,Elipse,G105bI105B,Positive,362,488
M302444,13016.18,30197.57,4976.0,Elipse,G105bI105B,Positive,357,508
M302445,13287.38,30147.44,4976.0,Elipse,G105bI105B,Positive,418,497
M302446,14284.67,30505.21,4976.0,Elipse,G105bI105B,Positive,643,573
M302447,14251.73,30503.25,4976.0,Elipse,G105bI105B,Positive,635,573
M302448,14315.33,30505.86,4976.0,Elipse,G105bI105B,Positive,650,573
M302449,14068.19,30791.28,4976.0,Elipse,G105bI105B,Positive,595,635
M302450,14235.39,30484.66,5140.0,Elipse,G105bI105B,Positive,632,568
M302451,14084.01,30338.21,5140.0,Elipse,G105bI105B,Positive,598,538
M302452,14025.74,30081.92,5140.0,Elipse,G105bI105B,Positive,585,483
M302453,14061.17,29710.77,5140.0,Elipse,G105bI105B,Positive,593,403
M302454,13946.57,29300.85,5140.0,Elipse,G105bI105B,Positive,567,315
M302456,13493.13,29619.03,5140.0,Elipse,G105bI105B,Positive,465,383
M302457,13465.08,29430.38,5140.0,Elipse,G105bI105B,Positive,458,343
M302458,13394.87,29734.91,4976.0,Elipse,G105bI105B,Positive,443,408
M302459,13217.99,30633.48,4976.0,Elipse,G105bI105B,Positive,403,600
M302461,13222.45,30750.54,4976.0,Elipse,G105bI105B,Positive,403,627
M302462,13556.87,31028.82,4976.0,Elipse,G105bI105B,Positive,478,685
M302463,13204.84,30794.89,4976.0,Elipse,G105bI105B,Positive,400,635
M302464,13589.65,30109.03,4976.0,Elipse,G105bI105B,Positive,487,488
M302465,13593.81,29921.14,4976.0,Elipse,G105bI105B,Positive,487,448
M302466,12833.03,30833.32,5140.0,Elipse,G105bI105B,Positive,317,643
M302468,13011.05,30541.03,5140.0,Elipse,G105bI105B,Positive,357,582
M302469,14192.68,29679.51,5140.0,Elipse,G105bI105B,Positive,622,397
M302470,13435.32,30759.86,5140.0,Elipse,G105bI105B,Positive,452,628
M302471,13419.79,30461.39,5140.0,Elipse,G105bI105B,Positive,448,563
M302472,13280.65,29958.09,5140.0,Elipse,G105bI105B,Positive,417,457
M302473,13368.18,29464.72,5140.0,Elipse,G105bI105B,Positive,437,350
M302474,13375.89,29699.35,4976.0,Elipse,G105bI105B,Positive,438,402
M302475,13475.36,29674.89,4976.0,Elipse,G105bI105B,Positive,460,395
M302476,13611.46,30549.11,4976.0,Elipse,G105bI105B,Positive,492,583
M302478,13708.97,30581.07,4976.0,Elipse,G105bI105B,Positive,513,590
M302479,13365.52,30616.95,4976.0,Elipse,G105bI105B,Positive,437,597
M302480,13186.91,30465.27,4976.0,Elipse,G105bI105B,Positive,395,565
M302481,13134.50,30110.27,4976.0,Elipse,G105bI105B,Positive,383,488
M302530,13820.86,44963.01,5140.0,Elipse,G105bI105C,Positive,610,332
M302532,13332.04,46108.66,5140.0,Elipse,G105bI105C,Positive,500,577
M302533,13341.35,45747.89,5140.0,Elipse,G105bI105C,Positive,502,500
M302534,13821.51,45021.39,5140.0,Elipse,G105bI105C,Positive,610,345
M302535,13672.18,45395.81,5140.0,Elipse,G105bI105C,Positive,577,425
M302536,13588.59,44957.29,5140.0,Elipse,G105bI105C,Positive,558,330
M302537,13492.28,45637.02,5140.0,Elipse,G105bI105C,Positive,537,477
M302538,12740.95,45560.91,4976.0,Elipse,G105bI105C,Positive,367,460
M302539,12776.17,45501.22,4976.0,Elipse,G105bI105C,Positive,375,447
M302540,12719.10,45395.48,4976.0,Elipse,G105bI105C,Positive,362,425
M302541,13062.39,46067.13,4976.0,Elipse,G105bI105C,Positive,440,568
M302543,14004.17,46158.87,4976.0,Elipse,G105bI105C,Positive,652,588
M302545,13139.77,46223.64,4976.0,Elipse,G105bI105C,Positive,457,602
M302547,14097.14,45845.59,5140.0,Elipse,G105bI105C,Positive,672,520
M302549,13737.29,45885.38,5140.0,Elipse,G105bI105C,Positive,592,530
M302550,13395.30,45822.43,5140.0,Elipse,G105bI105C,Positive,515,515
M302551,12776.99,45195.02,5140.0,Elipse,G105bI105C,Positive,375,382
M302552,12827.54,45246.87,5140.0,Elipse,G105bI105C,Positive,387,392
M302553,12864.39,45217.85,5140.0,Elipse,G105bI105C,Positive,395,387
M302554,12921.80,46291.72,4976.0,Elipse,G105bI105C,Positive,408,617
M302555,13449.12,45651.01,4976.0,Elipse,G105bI105C,Positive,527,478
M302556,13493.47,45619.70,4976.0,Elipse,G105bI105C,Positive,537,472
M302557,12927.68,46355.97,4976.0,Elipse,G105bI105C,Positive,408,630
M302559,13523.19,46769.40,4976.0,Elipse,G105bI105C,Positive,543,718
M302560,13537.26,46507.90,4976.0,Elipse,G105bI105C,Positive,547,662
M302561,13484.99,45670.91,4976.0,Elipse,G105bI105C,Positive,535,483
M302562,13696.97,45210.03,5140.0,Elipse,G105bI105C,Positive,582,385
M302563,13728.63,45894.49,5140.0,Elipse,G105bI105C,Positive,590,532
M302564,12833.26,45765.16,5140.0,Elipse,G105bI105C,Positive,388,503
M302565,13359.48,45511.59,5140.0,Elipse,G105bI105C,Positive,507,450
M302566,13784.42,45602.53,5140.0,Elipse,G105bI105C,Positive,602,468
M302568,13244.02,45507.68,5140.0,Elipse,G105bI105C,Positive,480,448
M302569,13582.19,45879.81,5140.0,Elipse,G105bI105C,Positive,557,528
M302571,13214.83,45731.95,4976.0,Elipse,G105bI105C,Positive,473,497
M302572,13116.20,46188.53,4976.0,Elipse,G105bI105C,Positive,452,593
M302574,13620.49,45633.49,4976.0,Elipse,G105bI105C,Positive,565,475
M302575,13242.87,45774.34,4976.0,Elipse,G105bI105C,Positive,480,505
M302576,13074.15,46404.63,4976.0,Elipse,G105bI105C,Positive,442,640
M302577,12981.83,46193.42,4976.0,Elipse,G105bI105C,Positive,422,595
M302482,14674.53,22674.81,5140.0,Elipse,G107bI305A,Positive,550,468
M302483,14627.66,22215.25,5140.0,Elipse,G107bI305A,Positive,543,409
M302484,14608.02,23120.78,5140.0,Elipse,G107bI305A,Positive,541,526
M302485,14643.24,23203.29,5140.0,Elipse,G107bI305A,Positive,545,536
M302487,14629.37,23736.13,5140.0,Elipse,G107bI305A,Positive,543,605
M302488,14882.72,23868.30,5140.0,Elipse,G107bI305A,Positive,578,622
M302489,14775.07,24381.03,5140.0,Elipse,G107bI305A,Positive,563,687
M302490,13033.22,23141.88,4976.0,Elipse,G107bI305A,Positive,328,528
M302491,13327.99,23076.98,4976.0,Elipse,G107bI305A,Positive,368,520
M302492,13924.94,23141.23,4976.0,Elipse,G107bI305A,Positive,448,528
M302493,14200.16,23148.08,4976.0,Elipse,G107bI305A,Positive,485,529
M302494,15223.60,23167.32,4976.0,Elipse,G107bI305A,Positive,624,532
M302495,15407.93,22788.16,4976.0,Elipse,G107bI305A,Positive,649,483
M302496,15328.60,23653.91,4976.0,Elipse,G107bI305A,Positive,638,594
M302498,15154.35,21848.27,5140.0,Elipse,G107bI305A,Positive,614,362
M302499,15112.61,21830.99,5140.0,Elipse,G107bI305A,Positive,609,360
M302501,15090.85,22314.10,5140.0,Elipse,G107bI305A,Positive,606,422
M302502,14033.77,22363.14,5140.0,Elipse,G107bI305A,Positive,463,428
M302503,14002.53,24246.81,5140.0,Elipse,G107bI305A,Positive,459,670
M302504,14473.00,24070.50,5140.0,Elipse,G107bI305A,Positive,522,648
M302505,13793.11,23562.44,5140.0,Elipse,G107bI305A,Positive,430,582
M302506,13612.62,21918.56,4976.0,Elipse,G107bI305A,Positive,406,371
M302507,13530.99,22204.22,4976.0,Elipse,G107bI305A,Positive,395,408
M302508,13492.85,22522.89,4976.0,Elipse,G107bI305A,Positive,390,449
M302509,13338.83,23411.98,4976.0,Elipse,G107bI305A,Positive,369,563
M302510,13500.54,23990.20,4976.0,Elipse,G107bI305A,Positive,391,637
M302512,13792.71,24599.40,4976.0,Elipse,G107bI305A,Positive,430,715
M302513,13744.22,24799.30,4976.0,Elipse,G107bI305A,Positive,424,741
M302514,14800.64,20848.78,5140.0,Elipse,G107bI305A,Positive,567,234
M302516,15041.45,21105.42,5140.0,Elipse,G107bI305A,Positive,599,267
M302517,15053.51,21442.89,5140.0,Elipse,G107bI305A,Positive,601,310
M302518,14055.09,21629.66,5140.0,Elipse,G107bI305A,Positive,466,334
M302519,14041.66,21885.39,5140.0,Elipse,G107bI305A,Positive,464,367
M302520,14302.69,22538.27,5140.0,Elipse,G107bI305A,Positive,499,451
M302521,14177.69,23863.55,5140.0,Elipse,G107bI305A,Positive,482,621
M302522,14945.51,22570.39,4976.0,Elipse,G107bI305A,Positive,586,455
M302523,14708.74,23484.51,4976.0,Elipse,G107bI305A,Positive,554,572
M302524,14012.61,23374.90,4976.0,Elipse,G107bI305A,Positive,460,558
M302525,14067.96,22924.08,4976.0,Elipse,G107bI305A,Positive,468,500
M302526,14336.50,22100.52,4976.0,Elipse,G107bI305A,Positive,504,394
M302527,13821.30,21676.31,4976.0,Elipse,G107bI305A,Positive,434,340
M302529,13514.80,24261.01,4976.0,Elipse,G107bI305A,Positive,393,672
M302578,13933.39,42629.47,5140.0,Elipse,G107bI305B,Positive,581,650
M302579,13916.21,42258.89,5140.0,Elipse,G107bI305B,Positive,579,603
M302580,14141.12,41694.00,5140.0,Elipse,G107bI305B,Positive,609,530
M302581,14530.83,41103.54,5140.0,Elipse,G107bI305B,Positive,662,454
M302582,14532.68,40601.94,5140.0,Elipse,G107bI305B,Positive,662,390
M302584,14303.99,40173.28,5140.0,Elipse,G107bI305B,Positive,631,335
M302585,13885.04,39863.72,5140.0,Elipse,G107bI305B,Positive,575,295
M302586,12604.43,40267.86,4976.0,Elipse,G107bI305B,Positive,402,347
M302587,12575.13,40517.34,4976.0,Elipse,G107bI305B,Positive,398,379
M302588,12628.29,40932.09,4976.0,Elipse,G107bI305B,Positive,405,432
M302589,13057.15,41216.39,4976.0,Elipse,G107bI305B,Positive,463,469
M302590,12903.62,42050.02,4976.0,Elipse,G107bI305B,Positive,442,576
M302591,12634.71,42337.32,4976.0,Elipse,G107bI305B,Positive,406,613
M302592,13500.04,42380.27,4976.0,Elipse,G107bI305B,Positive,523,618
M302594,12130.20,41695.92,5140.0,Elipse,G107bI305B,Positive,338,530
M302596,12713.01,41715.26,5140.0,Elipse,G107bI305B,Positive,416,533
M302597,13018.43,41696.02,5140.0,Elipse,G107bI305B,Positive,458,530
M302598,13473.61,41627.85,5140.0,Elipse,G107bI305B,Positive,519,522
M302599,14047.50,41977.66,5140.0,Elipse,G107bI305B,Positive,597,567
M302600,14252.55,42653.65,5140.0,Elipse,G107bI305B,Positive,624,653
M302601,13075.91,43213.19,5140.0,Elipse,G107bI305B,Positive,465,725
M302602,12090.96,42386.40,4976.0,Elipse,G107bI305B,Positive,332,619
M302603,12219.99,41962.78,4976.0,Elipse,G107bI305B,Positive,350,565
M302604,12214.62,41339.66,4976.0,Elipse,G107bI305B,Positive,349,485
M302605,13046.48,39765.86,4976.0,Elipse,G107bI305B,Positive,461,282
M302606,13436.33,39688.14,4976.0,Elipse,G107bI305B,Positive,514,273
M302607,13560.17,40005.92,4976.0,Elipse,G107bI305B,Positive,531,313
M302609,13786.72,40450.29,4976.0,Elipse,G107bI305B,Positive,562,370
M302610,13388.62,42809.49,5140.0,Elipse,G107bI305B,Positive,508,673
M302611,14935.21,42734.51,5140.0,Elipse,G107bI305B,Positive,717,664
M302613,13593.38,41088.65,5140.0,Elipse,G107bI305B,Positive,535,452
M302614,13240.24,40324.06,5140.0,Elipse,G107bI305B,Positive,488,354
M302615,14021.75,39478.03,5140.0,Elipse,G107bI305B,Positive,593,246
M302616,12293.25,41063.36,5140.0,Elipse,G107bI305B,Positive,360,449
M302617,14453.62,41911.76,5140.0,Elipse,G107bI305B,Positive,652,558
M302619,12978.71,40076.36,4976.0,Elipse,G107bI305B,Positive,452,322
M302620,13091.82,40970.23,4976.0,Elipse,G107bI305B,Positive,468,437
M302621,14259.68,41405.95,4976.0,Elipse,G107bI305B,Positive,625,493
M302622,13457.67,42115.32,4976.0,Elipse,G107bI305B,Positive,517,584
M302623,12142.26,42661.27,4976.0,Elipse,G107bI305B,Positive,339,654
M302624,13052.90,42985.94,4976.0,Elipse,G107bI305B,Positive,462,696
M302625,12680.03,43616.40,4976.0,Elipse,G107bI305B,Positive,412,777
M300651,11906.71,17302.78,5140.0,Elipse,G121eI102A,Positive,388,285
M300652,14050.46,17001.92,5140.0,Elipse,G121eI102A,Positive,581,259
M300653,15132.65,18629.72,5140.0,Elipse,G121eI102A,Positive,679,399
M300654,14807.47,19475.98,5140.0,Elipse,G121eI102A,Positive,649,471
M300655,12921.64,17630.90,5140.0,Elipse,G121eI102A,Positive,480,313
M300656,15095.24,18655.46,5140.0,Elipse,G121eI102A,Positive,675,401
M300657,15154.33,19081.92,5140.0,Elipse,G121eI102A,Positive,681,437
M300658,9192.81,19234.39,4976.0,Elipse,G121eI102A,Positive,144,450
M300659,12511.08,19365.33,4976.0,Elipse,G121eI102A,Positive,443,461
M300660,11930.67,19818.58,4976.0,Elipse,G121eI102A,Positive,391,500
M300661,11699.51,20259.00,4976.0,Elipse,G121eI102A,Positive,369,538
M300662,13804.91,20094.72,4976.0,Elipse,G121eI102A,Positive,559,524
M300664,12513.99,21896.24,4976.0,Elipse,G121eI102A,Positive,443,678
M300665,9669.58,19330.82,4976.0,Elipse,G121eI102A,Positive,187,459
M300666,10924.66,21602.49,5384.0,Elipse,G121eI102A,Positive,300,653
M300668,14208.79,22187.84,5384.0,Elipse,G121eI102A,Positive,596,703
M300669,13658.99,21278.18,5384.0,Elipse,G121eI102A,Positive,546,625
M300670,15752.91,20908.01,5384.0,Elipse,G121eI102A,Positive,735,593
M300671,13086.41,21703.25,5384.0,Elipse,G121eI102A,Positive,495,661
M300672,13311.29,20916.06,5384.0,Elipse,G121eI102A,Positive,515,594
M300673,14520.77,22307.33,5384.0,Elipse,G121eI102A,Positive,624,713
M300674,12054.27,23154.78,5051.0,Elipse,G121eI102A,Positive,401,786
M300675,13501.85,20960.88,5051.0,Elipse,G121eI102A,Positive,532,598
M300676,14952.73,23717.40,5051.0,Elipse,G121eI102A,Positive,663,834
M300677,12773.38,21535.84,5051.0,Elipse,G121eI102A,Positive,467,647
M300678,12504.53,21793.47,5051.0,Elipse,G121eI102A,Positive,442,669
M300679,12589.02,20536.83,5051.0,Elipse,G121eI102A,Positive,450,562
M300680,13215.83,22405.85,5051.0,Elipse,G121eI102A,Positive,506,722
M300682,14464.85,18168.78,4976.0,Elipse,G121eI102A,Positive,619,359
M300683,15660.54,17029.20,4976.0,Elipse,G121eI102A,Positive,727,261
M300684,13001.74,18200.66,4976.0,Elipse,G121eI102A,Positive,487,362
M300686,14173.26,17741.15,4976.0,Elipse,G121eI102A,Positive,593,323
M300687,14317.05,18439.38,4976.0,Elipse,G121eI102A,Positive,605,382
M300688,14710.39,18826.57,4976.0,Elipse,G121eI102A,Positive,641,415
M300689,14280.27,17123.50,4976.0,Elipse,G121eI102A,Positive,602,269
M300690,9132.33,19004.86,5140.0,Elipse,G121eI102A,Positive,139,431
M300691,9914.94,18812.94,5140.0,Elipse,G121eI102A,Positive,209,414
M300692,12814.91,20311.48,5140.0,Elipse,G121eI102A,Positive,470,543
M300694,12365.16,19024.05,5140.0,Elipse,G121eI102A,Positive,429,432
M300695,13549.80,18825.93,5140.0,Elipse,G121eI102A,Positive,537,415
M300696,12894.76,18832.32,5140.0,Elipse,G121eI102A,Positive,477,416
M300697,13465.59,19185.00,5140.0,Elipse,G121eI102A,Positive,529,446
M300800,10737.62,16484.24,4976.0,Elipse,G121eI103A,Positive,298,604
M300801,11138.70,16511.96,4976.0,Elipse,G121eI103A,Positive,353,608
M300803,11622.11,16524.68,4976.0,Elipse,G121eI103A,Positive,418,609
M300804,12248.56,16527.94,4976.0,Elipse,G121eI103A,Positive,503,610
M300806,12747.26,16541.31,4976.0,Elipse,G121eI103A,Positive,570,611
M300807,13483.05,16527.29,4976.0,Elipse,G121eI103A,Positive,669,610
M300808,12989.97,14210.77,5140.0,Elipse,G121eI103A,Positive,603,312
M300809,12867.99,14539.38,5140.0,Elipse,G121eI103A,Positive,586,354
M300810,12837.88,14848.53,5140.0,Elipse,G121eI103A,Positive,582,394
M300811,12938.91,15317.88,5140.0,Elipse,G121eI103A,Positive,596,454
M300814,12798.90,16162.58,5140.0,Elipse,G121eI103A,Positive,577,563
M300815,12954.79,17561.44,5140.0,Elipse,G121eI103A,Positive,598,742
M300816,12298.57,17532.22,4815.0,Elipse,G121eI103A,Positive,509,739
M300818,12361.31,17184.34,4815.0,Elipse,G121eI103A,Positive,518,694
M300819,12388.18,16727.71,4815.0,Elipse,G121eI103A,Positive,522,635
M300820,12429.48,16253.90,4815.0,Elipse,G121eI103A,Positive,527,575
M300821,12344.88,15766.97,4815.0,Elipse,G121eI103A,Positive,516,512
M300822,12320.97,15543.70,4815.0,Elipse,G121eI103A,Positive,512,483
M300824,11719.47,16323.69,5140.0,Elipse,G121eI103A,Positive,431,583
M300825,11961.40,16158.99,5140.0,Elipse,G121eI103A,Positive,464,562
M300827,13426.29,16219.43,5140.0,Elipse,G121eI103A,Positive,662,570
M300828,13625.13,16318.35,5140.0,Elipse,G121eI103A,Positive,689,583
M300829,13735.14,15891.15,5140.0,Elipse,G121eI103A,Positive,704,528
M300831,13557.48,15842.13,5140.0,Elipse,G121eI103A,Positive,680,522
M300833,12563.14,14328.70,4815.0,Elipse,G121eI103A,Positive,545,327
M300834,12919.30,14314.45,4815.0,Elipse,G121eI103A,Positive,593,325
M300835,11266.93,14345.81,4815.0,Elipse,G121eI103A,Positive,370,329
M300836,11220.62,14576.61,4815.0,Elipse,G121eI103A,Positive,364,359
M300837,11229.65,14972.21,4815.0,Elipse,G121eI103A,Positive,365,410
M300839,11750.52,14739.78,4815.0,Elipse,G121eI103A,Positive,435,380
M300886,12563.14,14328.70,4815.0,Elipse,G121eI103A,Positive,545,327
M301037,12952.24,14374.79,4815.0,Elipse,G121eI103A,Positive,598,333
M301038,11132.24,14468.77,4815.0,Elipse,G121eI103A,Positive,352,345
M301039,11247.04,14610.85,4815.0,Elipse,G121eI103A,Positive,367,363
M301041,11461.89,14723.80,4815.0,Elipse,G121eI103A,Positive,396,378
M301090,11561.70,44185.51,5051.0,Elipse,G121eI103B,Positive,288,674
M301092,12030.93,44147.12,5051.0,Elipse,G121eI103B,Positive,351,669
M301093,12734.20,44293.01,5051.0,Elipse,G121eI103B,Positive,446,688
M301094,12969.57,44158.96,5051.0,Elipse,G121eI103B,Positive,478,671
M301095,13185.65,44208.11,5051.0,Elipse,G121eI103B,Positive,507,677
M301097,13683.30,44212.23,5051.0,Elipse,G121eI103B,Positive,575,678
M301098,11479.06,44765.58,4976.0,Elipse,G121eI103B,Positive,277,749
M301099,11910.14,44681.87,4976.0,Elipse,G121eI103B,Positive,335,738
M301101,12319.18,44720.65,4976.0,Elipse,G121eI103B,Positive,390,743
M301102,12501.84,44533.56,4976.0,Elipse,G121eI103B,Positive,415,719
M301103,13023.06,44482.35,4976.0,Elipse,G121eI103B,Positive,485,712
M301104,13710.84,44392.89,4976.0,Elipse,G121eI103B,Positive,578,701
M301107,13633.29,44858.87,5140.0,Elipse,G121eI103B,Positive,568,761
M301109,13541.20,44647.52,5140.0,Elipse,G121eI103B,Positive,555,734
M301110,13281.64,44666.11,5140.0,Elipse,G121eI103B,Positive,520,736
M301111,13040.33,43338.48,5140.0,Elipse,G121eI103B,Positive,488,565
M301112,13151.96,43153.53,5140.0,Elipse,G121eI103B,Positive,503,542
M301113,12510.87,42698.96,5140.0,Elipse,G121eI103B,Positive,416,483
M301114,13631.57,42206.49,4815.0,Elipse,G121eI103B,Positive,568,420
M301115,13080.98,42296.18,4815.0,Elipse,G121eI103B,Positive,493,431
M301118,12457.57,41700.47,4815.0,Elipse,G121eI103B,Positive,409,355
M301121,12499.87,41448.07,4815.0,Elipse,G121eI103B,Positive,415,323
M301122,14229.86,42725.75,,Elipse,G121eI103B,Positive,648,487
M301124,14717.12,42766.60,,Elipse,G121eI103B,Positive,714,492
M301125,13304.64,42759.70,,Elipse,G121eI103B,Positive,523,491
M301126,15562.84,42066.70,,Elipse,G121eI103B,Positive,829,402
M301128,10906.64,42413.20,,Elipse,G121eI103B,Positive,199,447
M301129,11690.68,42522.60,,Elipse,G121eI103B,Positive,305,461
M301130,14945.84,42194.65,5306.0,Elipse,G121eI103B,Positive,745,418
M301131,14341.22,41847.55,,Elipse,G121eI103B,Positive,663,374
M301133,14668.40,42279.70,5306.0,Elipse,G121eI103B,Positive,708,429
M301134,12166.20,41465.10,5306.0,Elipse,G121eI103B,Positive,370,325
M301136,14282.14,42176.65,5306.0,Elipse,G121eI103B,Positive,655,416
M301137,14050.32,41556.20,5306.0,Elipse,G121eI103B,Positive,624,336
M301570,10622.70,46523.97,4976.0,Elipse,G121eI104C,Positive,204,458
M301571,11163.69,46464.93,4976.0,Elipse,G121eI104C,Positive,286,449
M301572,11574.92,46452.87,4976.0,Elipse,G121eI104C,Positive,348,447
M301573,12078.10,46438.84,4976.0,Elipse,G121eI104C,Positive,423,446
M301576,13566.04,46499.60,4976.0,Elipse,G121eI104C,Positive,647,453
M301577,13976.24,46491.45,4976.0,Elipse,G121eI104C,Positive,708,452
M301578,12406.36,44865.24,5140.0,Elipse,G121eI104C,Positive,472,220
M301579,12373.87,45172.40,5140.0,Elipse,G121eI104C,Positive,468,264
M301580,12519.61,45558.77,5140.0,Elipse,G121eI104C,Positive,489,320
M301582,12463.19,46128.54,5140.0,Elipse,G121eI104C,Positive,481,401
M301583,12444.05,47534.53,5140.0,Elipse,G121eI104C,Positive,478,601
M301584,12501.68,49070.80,5140.0,Elipse,G121eI104C,Positive,487,821
M301587,11275.82,48031.13,4976.0,Elipse,G121eI104C,Positive,302,672
M301588,11512.58,47676.07,4976.0,Elipse,G121eI104C,Positive,338,622
M301589,11919.21,47403.24,4976.0,Elipse,G121eI104C,Positive,399,582
M301591,13464.01,47206.51,4976.0,Elipse,G121eI104C,Positive,631,554
M301592,14335.67,47132.41,4976.0,Elipse,G121eI104C,Positive,762,544
M301593,14072.69,48229.91,4976.0,Elipse,G121eI104C,Positive,722,701
M301594,11274.24,45873.32,5306.0,Elipse,G121eI104C,Positive,302,364
M301595,11630.14,45793.02,5306.0,Elipse,G121eI104C,Positive,356,353
M301597,12159.46,45823.13,5306.0,Elipse,G121eI104C,Positive,436,358
M301598,12544.71,45818.01,5306.0,Elipse,G121eI104C,Positive,493,357
M301599,12991.45,45806.04,5306.0,Elipse,G121eI104C,Positive,560,354
M301601,13167.91,45805.49,5306.0,Elipse,G121eI104C,Positive,587,354
M301602,14100.76,45507.12,4976.0,Elipse,G121eI104C,Positive,727,312
M301603,13995.41,46086.12,4976.0,Elipse,G121eI104C,Positive,711,394
M301604,13643.38,46727.28,4976.0,Elipse,G121eI104C,Positive,658,487
M301606,13595.26,47410.64,4976.0,Elipse,G121eI104C,Positive,651,583
M301608,13596.37,48006.83,4976.0,Elipse,G121eI104C,Positive,651,669
M301609,13573.01,48179.36,4976.0,Elipse,G121eI104C,Positive,648,693
M301618,10880.39,47181.58,5216.0,Elipse,G121eI104C,Positive,243,551
M301620,11177.61,47177.77,5216.0,Elipse,G121eI104C,Positive,288,551
M301621,11837.50,47108.93,5216.0,Elipse,G121eI104C,Positive,387,541
M301622,12228.08,47018.16,5216.0,Elipse,G121eI104C,Positive,446,528
M301624,12238.06,47161.34,5216.0,Elipse,G121eI104C,Positive,447,548
M301625,11066.92,47442.83,5216.0,Elipse,G121eI104C,Positive,271,589
M301626,12089.36,48106.16,4976.0,Elipse,G121eI104C,Positive,424,683
M301627,12291.68,48099.19,4976.0,Elipse,G121eI104C,Positive,454,682
M301629,12553.17,47697.33,4976.0,Elipse,G121eI104C,Positive,494,624
M301631,12925.60,47760.37,4976.0,Elipse,G121eI104C,Positive,550,633
M301632,13655.32,47737.87,4976.0,Elipse,G121eI104C,Positive,660,630
M301633,14190.29,47733.96,4976.0,Elipse,G121eI104C,Positive,740,630
M301634,12278.53,46523.46,5140.0,Elipse,G121eI104C,Positive,453,457
M301636,12327.51,46664.43,5140.0,Elipse,G121eI104C,Positive,460,478
M301638,12137.70,46789.01,5140.0,Elipse,G121eI104C,Positive,432,496
M301640,12812.05,46716.83,5140.0,Elipse,G121eI104C,Positive,533,484
M301642,12937.14,44877.33,4976.0,Elipse,G121eI104C,Positive,552,222
M301643,12939.75,45159.48,4976.0,Elipse,G121eI104C,Positive,552,262
M301645,12904.58,45706.44,4976.0,Elipse,G121eI104C,Positive,547,341
M301646,12938.70,46308.37,4976.0,Elipse,G121eI104C,Positive,552,427
M301647,12946.30,47528.62,4976.0,Elipse,G121eI104C,Positive,553,601
M301648,12895.10,48524.80,4976.0,Elipse,G121eI104C,Positive,546,743
M300704,10676.97,15665.82,5140.0,Elipse,G121eO301A,Positive,360,274
M300705,10812.32,15756.81,5140.0,Elipse,G121eO301A,Positive,374,282
M300706,11055.42,15656.04,5140.0,Elipse,G121eO301A,Positive,396,273
M300707,11216.84,15649.19,5140.0,Elipse,G121eO301A,Positive,412,272
M300708,11879.87,15812.03,5140.0,Elipse,G121eO301A,Positive,476,287
M300711,12278.13,15716.47,5140.0,Elipse,G121eO301A,Positive,515,278
M300712,12139.94,15889.85,4976.0,Elipse,G121eO301A,Positive,501,294
M300714,12138.96,16135.22,4976.0,Elipse,G121eO301A,Positive,501,316
